,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
70040,IN10044717,AWAITCHG,NW000462,GC WAN,GC WAN,03AUG2017:13:05:36,237
70898,IN10044950,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,21DEC2016:09:28:42,63
71278,IN10045029,AWAITCHG,DC000128,High-performance Computing,High-performance Computing,20DEC2016:15:45:40,12
71487,IN10045076,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,25JAN2017:10:40:56,32
72137,IN10045268,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,23DEC2016:14:27:23,49
72178,IN10045277,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,23DEC2016:15:25:49,65
72225,IN10045291,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,23DEC2016:22:16:39,3
72248,IN10045296,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,24DEC2016:03:03:16,3
72472,IN10045360,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,27DEC2016:10:37:39,2
73255,IN10045657,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,03JAN2017:14:37:35,14
73562,IN10045722,AWAITCHG,DC000113,Midrange,Midrange,03JAN2017:15:26:50,493
73727,IN10045763,AWAITCHG,DC000141,Middleware,Middleware,04JAN2017:10:22:12,4
73768,IN10045772,AWAITCHG,DC000155,Mainframe,Mainframe,04JAN2017:11:02:07,40
73774,IN10045773,AWAITCHG,DC000155,Mainframe,Mainframe,04JAN2017:11:03:00,40
74184,IN10045864,AWAITCHG,ITS00309,Secure Remote Access,Secure Remote Access,24JAN2017:10:59:04,140
74860,IN10046025,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,10JAN2017:00:04:04,14
75343,IN10046142,AWAITCHG,DC000113,Midrange,Midrange,06FEB2017:10:09:17,256
75874,IN10046265,AWAITCHG,DC000152,Middleware,Middleware,13JAN2017:04:49:43,9
76906,IN10046516,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,24JAN2017:13:43:51,43
77373,IN10046630,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,26JAN2017:13:45:09,9
77421,IN10046639,AWAITCHG,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,20JAN2017:12:23:41,71
77739,IN10046703,AWAITCHG,DC000133,High-performance Computing,High-performance Computing,23JAN2017:09:03:36,0
78118,IN10046793,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,27JAN2017:15:13:26,10
78273,IN10046826,AWAITCHG,DC000133,High-performance Computing,High-performance Computing,24JAN2017:10:31:12,10
78448,IN10046866,AWAITCHG,DC000113,Midrange,Midrange,25JAN2017:12:02:01,18
78491,IN10046878,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,25JAN2017:16:53:46,7
78503,IN10046881,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,25JAN2017:16:53:26,7
78507,IN10046882,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,25JAN2017:16:53:02,7
78522,IN10046885,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,25JAN2017:16:52:10,7
79260,IN10047045,AWAITCHG,NW000417,GC WAN,GC WAN,26JAN2017:10:02:51,108
79993,IN10047250,AWAITCHG,NW000412,Fixed Line,Fixed Line,02MAR2017:07:51:00,63
80635,IN10047549,AWAITCHG,NW000417,GC WAN,GC WAN,10FEB2017:07:28:24,1888
80906,IN10047605,AWAITCHG,DC000140,Database,Database,13APR2017:11:58:34,267
80907,IN10047605,AWAITCHG,ESI00011,Other Activities,Other - Service Management,18APR2017:11:13:28,258
80908,IN10047605,AWAITCHG,SM000502,Other Activities,Other - Service Management,27APR2017:10:40:12,189
80909,IN10047605,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,04MAY2017:11:11:01,0
80986,IN10047621,AWAITCHG,EDC00001,Midrange,Midrange - Storage and Virtualization,10FEB2017:07:26:14,187
81064,IN10047635,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,24FEB2017:08:39:51,41
81715,IN10047787,AWAITCHG,NW000412,Fixed Line,Fixed Line,10FEB2017:13:20:55,5
82483,IN10047962,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,08FEB2017:16:02:12,120
82673,IN10048007,AWAITCHG,NW000445,Intra-building Network Services,IBN - GC LAN,09FEB2017:10:48:19,629
83082,IN10048095,AWAITCHG,NW000431,GC WAN,GC WAN,10FEB2017:09:17:55,0
83846,IN10048281,AWAITCHG,NW000434,Fixed Line,Fixed Line,13FEB2017:12:37:08,18
84080,IN10048333,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,13MAR2017:14:18:24,194
84239,IN10048368,AWAITCHG,NW000440,Fixed Line,Fixed - PBX,10MAR2017:15:20:15,230
84371,IN10048399,AWAITCHG,NW000440,Fixed Line,Fixed - PBX,27FEB2017:11:39:07,65
84437,IN10048412,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,21FEB2017:14:54:14,106
84666,IN10048460,AWAITCHG,DC000152,Middleware,Middleware,16FEB2017:16:59:30,15
84902,IN10048623,AWAITCHG,DC000128,High-performance Computing,High-performance Computing,16FEB2017:13:49:26,11
84985,IN10048640,AWAITCHG,DC000128,High-performance Computing,High-performance Computing,16FEB2017:13:49:47,7
86104,IN10048898,AWAITCHG,NW000445,Intra-building Network Services,IBN - GC LAN,07MAR2017:16:33:55,365
86275,IN10048933,AWAITCHG,NW000412,Fixed Line,Fixed Line,22FEB2017:08:25:04,20
86463,IN10048985,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,23FEB2017:15:42:28,48
88093,IN10049373,AWAITCHG,DC000128,High-performance Computing,High-performance Computing,08MAR2017:09:21:53,1
88100,IN10049374,AWAITCHG,NW000412,Fixed Line,Fixed Line,28FEB2017:16:27:24,43
89075,IN10049583,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,05MAY2017:09:42:50,430
89627,IN10049703,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,07MAR2017:06:56:36,282
91535,IN10050136,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,10MAR2017:17:13:18,13
91697,IN10050182,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,10MAR2017:17:08:21,0
91886,IN10050230,AWAITCHG,DC000152,Middleware,Middleware,13MAR2017:17:48:17,23
92332,IN10050348,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,13MAR2017:19:28:26,83
92571,IN10050404,AWAITCHG,DC000123,0,Data Centre Services,21MAR2017:10:33:08,81
92887,IN10050474,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,25APR2017:08:23:42,143
93415,IN10050592,AWAITCHG,NW000473,Conferencing Services,Conferencing - Videoconferencing,23MAR2017:12:11:39,65
93552,IN10050617,AWAITCHG,NW000431,GC WAN,GC WAN,14JUN2017:13:34:00,332
93700,IN10050654,AWAITCHG,NW000433,GC WAN,GC WAN,17MAR2017:14:08:44,2
93881,IN10050694,AWAITCHG,NW000417,GC WAN,GC WAN,29MAY2017:09:45:46,1162
94034,IN10050731,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,10APR2017:11:19:44,175
94035,IN10050731,AWAITCHG,EU000204,Storage,Storage - File,02MAY2017:12:01:38,34
94110,IN10050746,AWAITCHG,NW000417,GC WAN,GC WAN,20MAR2017:13:30:07,4
94498,IN10050829,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,21MAR2017:13:40:17,0
94593,IN10050844,AWAITCHG,ITS00306,Other Activities,Other - Security,22MAR2017:10:50:17,219
94614,IN10050856,AWAITCHG,EDC00098,Other Activities,Other - Security,13APR2017:15:39:58,1366
96064,IN10051202,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,25MAR2017:11:50:30,3
96065,IN10051202,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,27MAR2017:09:35:57,0
96469,IN10051293,AWAITCHG,DC000119,Other Activities,Other - Data Centre,04APR2017:14:59:02,380
97339,IN10051539,AWAITCHG,NW000412,Fixed Line,Fixed Line,31MAR2017:09:34:37,118
97931,IN10051660,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,28APR2017:15:18:33,0
98028,IN10051681,AWAITCHG,EDC00003,Midrange,Midrange,06APR2017:16:48:43,90
98113,IN10051697,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,08MAY2017:11:00:00,59
98806,IN10051853,AWAITCHG,DC000152,Middleware,Middleware,03APR2017:16:41:23,28
99378,IN10051983,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,05APR2017:16:27:11,0
99432,IN10051996,AWAITCHG,NW000427,Email,Email,05APR2017:15:02:06,61
99741,IN10052060,AWAITCHG,EDC00009,Midrange,Midrange,08MAY2017:14:49:22,49
99887,IN10052087,AWAITCHG,NW000403,Intra-building Network Services,IBN - GC LAN,07JUL2017:14:27:55,787
100763,IN10052295,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,11APR2017:12:48:57,1
101101,IN10052379,AWAITCHG,ITS00306,Other Activities,Other - Security,02JUN2017:09:02:04,240
101522,IN10052479,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,13APR2017:17:20:47,0
103168,IN10052891,AWAITCHG,NW000412,Fixed Line,Fixed Line,25APR2017:11:25:17,140
103512,IN10052972,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,25APR2017:11:16:13,15
103923,IN10053075,AWAITCHG,NW000407,Intra-building Network Services,IBN - GC LAN,27APR2017:08:39:44,76
104216,IN10053140,AWAITCHG,EDC00009,Midrange,Midrange,11MAY2017:11:16:26,119
104311,IN10053164,AWAITCHG,ITS00309,Secure Remote Access,Secure Remote Access,28APR2017:10:54:50,16
104358,IN10053173,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,26APR2017:08:19:46,53
106521,IN10053683,AWAITCHG,EDC00003,Midrange,Midrange,10MAY2017:14:01:46,9
107459,IN10053899,AWAITCHG,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,14JUN2017:13:40:29,49
107633,IN10053941,AWAITCHG,DC000152,Middleware,Middleware,07MAY2017:18:57:02,2
107639,IN10053942,AWAITCHG,DC000152,Middleware,Middleware,07MAY2017:18:53:53,2
108077,IN10054038,AWAITCHG,NW000447,Intra-building Network Services,IBN - GC LAN,17MAY2017:09:25:41,2
108391,IN10054112,AWAITCHG,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),10MAY2017:10:54:33,3
108392,IN10054112,AWAITCHG,ESI00011,Other Activities,Other - Service Management,10MAY2017:11:06:28,527
108473,IN10054131,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:15:02:20,35
108481,IN10054133,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:14:59:48,35
108540,IN10054145,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:16:04:54,34
108545,IN10054146,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:16:04:08,34
108555,IN10054149,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:16:05:32,34
108592,IN10054155,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:16:06:15,34
108628,IN10054163,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:18:36:18,33
108633,IN10054164,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:18:39:00,15
108656,IN10054171,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:20:24:09,33
108678,IN10054174,AWAITCHG,DC000152,Middleware,Middleware,10MAY2017:20:20:45,33
108768,IN10054195,AWAITCHG,DC000152,Middleware,Middleware,11MAY2017:16:16:54,9
108877,IN10054217,AWAITCHG,DC000152,Middleware,Middleware,11MAY2017:16:16:26,9
108957,IN10054237,AWAITCHG,DC000152,Middleware,Middleware,11MAY2017:16:15:52,9
108974,IN10054241,AWAITCHG,DC000152,Middleware,Middleware,11MAY2017:16:15:31,9
108985,IN10054243,AWAITCHG,DC000152,Middleware,Middleware,11MAY2017:16:13:12,9
108990,IN10054244,AWAITCHG,DC000152,Middleware,Middleware,11MAY2017:16:10:26,9
109000,IN10054246,AWAITCHG,DC000152,Middleware,Middleware,11MAY2017:16:07:16,9
109034,IN10054252,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,11MAY2017:17:31:28,137
109523,IN10054410,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,23MAY2017:15:21:49,0
109840,IN10054482,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,15MAY2017:11:29:33,2
110025,IN10054557,AWAITCHG,EDC00002,Midrange,Midrange - Windows -X86,15MAY2017:15:22:46,3
110057,IN10054574,AWAITCHG,DC000128,High-performance Computing,High-performance Computing,15MAY2017:13:19:01,97
110277,IN10054624,AWAITCHG,ESI00011,Other Activities,Other - Service Management,17MAY2017:08:53:25,49
110278,IN10054624,AWAITCHG,DC000119,Other Activities,Other - Data Centre,24MAY2017:10:38:07,7
110791,IN10054756,AWAITCHG,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,05JUN2017:08:55:38,1
111225,IN10054859,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,23MAY2017:15:07:22,68
111922,IN10055018,AWAITCHG,DC000128,High-performance Computing,High-performance Computing,19MAY2017:13:18:42,23
111950,IN10055026,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,23MAY2017:10:11:06,72
112109,IN10055061,AWAITCHG,NW000412,Fixed Line,Fixed Line,05JUN2017:04:47:16,59
112730,IN10055210,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,23MAY2017:15:35:16,8
113262,IN10055326,AWAITCHG,DC000119,Other Activities,Other - Data Centre,26MAY2017:10:44:25,56
113335,IN10055342,AWAITCHG,DC000141,Middleware,Middleware,29AUG2017:14:31:51,535
114094,IN10055515,AWAITCHG,NW000412,Fixed Line,Fixed Line,30MAY2017:11:13:40,7
114319,IN10055597,AWAITCHG,ESI00011,Other Activities,Other - Service Management,08JUN2017:11:20:29,85
114362,IN10055609,AWAITCHG,ESI00011,Other Activities,Other - Service Management,09JUN2017:10:03:05,169
114514,IN10055646,AWAITCHG,NW000403,Intra-building Network Services,IBN - GC LAN,02JUN2017:14:56:11,1122
114515,IN10055646,AWAITCHG,NW000417,GC WAN,GC WAN,06JUN2017:11:23:36,1105
115095,IN10055778,AWAITCHG,NW000414,Contact Centre,Contact Centre,10JUL2017:09:39:07,169
115694,IN10055918,AWAITCHG,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,19JUN2017:11:16:48,22
115827,IN10055946,AWAITCHG,SM000549,Other Activities,Other - Service Management,13JUL2018:09:08:05,107
115838,IN10055947,AWAITCHG,ITS00306,Other Activities,Other - Security,03OCT2017:08:55:29,161
116169,IN10056019,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,09JUN2017:11:34:10,31
116746,IN10056154,AWAITCHG,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,12JUN2017:14:38:25,0
116954,IN10056196,AWAITCHG,ESI00011,Other Activities,Other - Service Management,07JUN2017:11:30:28,9
117015,IN10056209,AWAITCHG,ESI00011,Other Activities,Other - Service Management,07JUN2017:12:24:43,8
117599,IN10056355,AWAITCHG,ESI00011,Other Activities,Other - Service Management,09JUN2017:12:31:14,40
117834,IN10056405,AWAITCHG,ESI00011,Other Activities,Other - Service Management,09JUN2017:10:40:57,1
118356,IN10056519,AWAITCHG,DC000133,High-performance Computing,High-performance Computing,12JUN2017:09:47:14,115
119232,IN10056725,AWAITCHG,ITS00306,Other Activities,Other - Security,13JUN2017:08:09:53,5
119351,IN10056764,AWAITCHG,DC000117,Storage,Storage,07JUL2017:11:27:26,648
119783,IN10056866,AWAITCHG,DC000117,Storage,Storage,10OCT2017:09:39:06,890
119821,IN10056873,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,14JUN2017:19:26:29,58
121845,IN10057354,AWAITCHG,EDC00054,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,20JUN2017:15:22:02,0
122333,IN10057458,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,17JUL2017:09:29:36,314
122534,IN10057497,AWAITCHG,NW000431,GC WAN,GC WAN,12JUL2017:14:09:56,36
122734,IN10057541,AWAITCHG,NW000473,Conferencing Services,Conferencing - Videoconferencing,04JUL2017:06:50:14,42
122860,IN10057571,AWAITCHG,DC000119,Other Activities,Other - Data Centre,27JUL2017:09:08:06,692
122861,IN10057571,AWAITCHG,DC000210,Other Activities,Other - Data Centre,28SEP2017:08:10:50,253
123052,IN10057609,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,22JUN2017:14:55:44,11
123316,IN10057668,AWAITCHG,NW000433,GC WAN,GC WAN,27JUN2017:09:05:16,248
123746,IN10057762,AWAITCHG,DC000152,Middleware,Middleware,25JUN2017:02:58:35,23
123973,IN10057879,AWAITCHG,NW000414,Contact Centre,Contact Centre,30JUN2017:13:48:49,226
124336,IN10057964,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,27JUN2017:00:12:04,0
124337,IN10057964,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,27JUN2017:17:45:43,24
124342,IN10057965,AWAITCHG,NW000417,GC WAN,GC WAN,26JUN2017:20:33:30,96
124365,IN10057970,AWAITCHG,NW000417,GC WAN,GC WAN,27JUN2017:16:52:44,45
124366,IN10057970,AWAITCHG,ESI00011,Other Activities,Other - Service Management,28JUN2017:15:24:23,73
124491,IN10057997,AWAITCHG,DC000152,Middleware,Middleware,04JUL2017:09:22:42,139
124560,IN10058013,AWAITCHG,ESI00026,Other Activities,Other - Internal Services & Strategy,05JUL2017:08:41:12,629
124693,IN10058042,AWAITCHG,NW000417,GC WAN,GC WAN,30JUN2017:14:30:54,98
124984,IN10058107,AWAITCHG,NW000417,GC WAN,GC WAN,28JUN2017:15:16:38,0
125190,IN10058159,AWAITCHG,DC000117,Storage,Storage,29JUN2017:07:55:11,31
126176,IN10058391,AWAITCHG,NW000403,Intra-building Network Services,IBN - GC LAN,16OCT2017:15:26:34,163
126220,IN10058399,AWAITCHG,ITS00307,Secure Remote Access,Secure Remote Access,11JUL2017:12:54:52,123
126317,IN10058418,AWAITCHG,DC000130,High-performance Computing,HPC - Interaction & Visualization,01JUL2017:17:44:24,0
126581,IN10058480,AWAITCHG,NW000429,Email,Email,05JUL2017:13:46:59,40
126770,IN10058525,AWAITCHG,ESI00026,Other Activities,Other - Internal Services & Strategy,05JUL2017:08:38:05,629
127098,IN10058596,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,07JUL2017:15:37:37,119
127120,IN10058600,AWAITCHG,NW000417,GC WAN,GC WAN,13JUL2017:14:45:10,325
127156,IN10058607,AWAITCHG,DC000119,Other Activities,Other - Data Centre,10JUL2017:12:15:34,6
127835,IN10058765,AWAITCHG,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,06JUL2017:12:45:04,1
127891,IN10058776,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,27JUL2017:22:37:07,100
128178,IN10058845,AWAITCHG,ESI00011,Other Activities,Other - Service Management,29SEP2017:07:03:55,3
128609,IN10058952,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,09JUL2017:21:55:27,4
128706,IN10058982,AWAITCHG,NW000405,Intra-building Network Services,IBN - GC LAN,13JUL2017:12:47:14,169
128707,IN10058982,AWAITCHG,ESI00011,Other Activities,Other - Service Management,01AUG2017:13:52:25,38
128708,IN10058982,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,04AUG2017:08:30:45,2369
129859,IN10059264,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,14JUL2017:09:47:46,52
130322,IN10059366,AWAITCHG,NW000414,Contact Centre,Contact Centre,18JUL2017:08:42:34,121
130539,IN10059414,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,27JUL2017:22:43:40,540
131672,IN10059677,AWAITCHG,NW000407,Intra-building Network Services,IBN - GC LAN,21JUL2017:10:04:47,100
131695,IN10059682,AWAITCHG,NW000433,GC WAN,GC WAN,02AUG2017:11:34:24,294
131840,IN10059713,AWAITCHG,ESI00011,Other Activities,Other - Service Management,21AUG2017:08:57:59,426
131841,IN10059713,AWAITCHG,NW000417,GC WAN,GC WAN,19SEP2017:07:30:53,227
132322,IN10059813,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,30AUG2017:09:46:09,0
132723,IN10059900,AWAITCHG,DC000139,Database,Database,01AUG2017:19:38:02,140
133497,IN10060091,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,22AUG2017:10:57:22,203
133805,IN10060166,AWAITCHG,NW000414,Contact Centre,Contact Centre,25JUL2017:13:43:56,66
134724,IN10060378,AWAITCHG,NW000412,Fixed Line,Fixed Line,28JUL2017:15:05:08,54
135545,IN10060564,AWAITCHG,NW000459,GC WAN,GC WAN,02AUG2017:08:41:18,0
135762,IN10060613,AWAITCHG,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,29JUL2017:08:42:57,0
135983,IN10060668,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,18SEP2017:13:27:52,143
136353,IN10060749,AWAITCHG,DC000128,High-performance Computing,High-performance Computing,01AUG2017:04:37:47,7
136997,IN10060923,AWAITCHG,NW000407,Intra-building Network Services,IBN - GC LAN,02AUG2017:17:31:53,13
137342,IN10060997,AWAITCHG,DC000179,Storage,Storage,09AUG2017:16:42:10,147
137656,IN10061070,AWAITCHG,EDC00009,Midrange,Midrange,04AUG2017:08:18:35,60
137992,IN10061144,AWAITCHG,NW000417,GC WAN,GC WAN,22AUG2017:11:09:28,510
138066,IN10061161,AWAITCHG,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,05AUG2017:11:49:15,3
138192,IN10061188,AWAITCHG,EDC00031,Other Activities,Other - Service Management,30AUG2017:10:52:11,0
138315,IN10061216,AWAITCHG,NW000412,Fixed Line,Fixed Line,11AUG2017:11:05:33,192
138647,IN10061289,AWAITCHG,DC000209,Midrange,Midrange,08AUG2017:16:34:32,13
138916,IN10061345,AWAITCHG,NW000412,Fixed Line,Fixed Line,17AUG2017:16:27:43,2
139094,IN10061384,AWAITCHG,DC000132,High-performance Computing,High-performance Computing,21SEP2017:14:49:30,0
139256,IN10061414,AWAITCHG,NW000431,GC WAN,GC WAN,12AUG2017:17:51:20,232
139497,IN10061466,AWAITCHG,DC000115,Midrange,Midrange - Windows -X86,10AUG2017:09:11:28,1
139824,IN10061530,AWAITCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,10AUG2017:21:33:29,2
139844,IN10061533,AWAITCHG,NW000445,Intra-building Network Services,IBN - GC LAN,18AUG2017:10:45:38,515
140809,IN10061775,AWAITCHG,NW000431,GC WAN,GC WAN,14AUG2017:15:18:20,5
140919,IN10061804,AWAITCHG,ESI00011,Other Activities,Other - Service Management,15AUG2017:09:43:06,107
141067,IN10061838,AWAITCHG,NW000417,GC WAN,GC WAN,10NOV2017:13:26:12,1255
141203,IN10061863,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,26OCT2017:09:56:14,0
141208,IN10061864,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,25OCT2017:08:30:01,0
143172,IN10062324,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,25OCT2017:08:31:03,0
143178,IN10062325,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,25OCT2017:08:31:52,0
143532,IN10062398,AWAITCHG,NW000412,Fixed Line,Fixed Line,23AUG2017:14:35:21,2
143722,IN10062434,AWAITCHG,ITS00327,Other Activities,Other - Security,24AUG2017:11:00:04,39
144262,IN10062556,AWAITCHG,NW000412,Fixed Line,Fixed Line,23AUG2017:13:29:18,3
145097,IN10062741,AWAITCHG,EU000203,Storage,Storage - File,01SEP2017:13:06:41,38
145294,IN10062791,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,25OCT2017:08:33:04,0
145380,IN10062814,AWAITCHG,NW000459,GC WAN,GC WAN,06SEP2017:14:43:43,0
145385,IN10062815,AWAITCHG,DC000202,Midrange,Midrange - Windows -X86,25OCT2017:08:33:48,0
