,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
65629,IN10043723,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,20DEC2016:10:36:06,49
66247,IN10043870,AWAITVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,23DEC2016:14:45:00,245
66266,IN10043874,AWAITVEN,ESI00011,Other Activities,Other - Service Management,13DEC2016:15:44:53,135
66267,IN10043874,AWAITVEN,NW000447,Intra-building Network Services,IBN - GC LAN,28DEC2016:16:38:58,44
66296,IN10043880,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,05DEC2016:12:39:48,117
66460,IN10043911,AWAITVEN,ESI00026,Other Activities,Other - Internal Services & Strategy,12DEC2016:15:52:31,98
66581,IN10043938,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,05DEC2016:18:44:35,320
66623,IN10043948,AWAITVEN,NW000440,Fixed Line,Fixed - PBX,12DEC2016:14:45:04,702
66634,IN10043950,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,10JAN2017:10:39:26,1044
67060,IN10044037,AWAITVEN,NW000431,GC WAN,GC WAN,12DEC2016:07:49:28,59
67099,IN10044045,AWAITVEN,NW000433,GC WAN,GC WAN,06DEC2016:07:01:28,10
67197,IN10044068,AWAITVEN,EDC00056,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,07DEC2016:08:23:24,221
67393,IN10044114,AWAITVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,07DEC2016:08:24:48,2
67465,IN10044130,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,06DEC2016:15:55:34,0
67488,IN10044134,AWAITVEN,ESI00011,Other Activities,Other - Service Management,29DEC2016:12:14:17,17
67489,IN10044134,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,29DEC2016:12:14:36,280
67558,IN10044149,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,13DEC2016:12:37:47,182
67671,IN10044175,AWAITVEN,EDC00056,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,09JAN2017:14:21:42,193
67696,IN10044179,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,04JAN2017:15:14:05,1170
67972,IN10044241,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,08DEC2016:11:40:48,13
67973,IN10044241,AWAITVEN,NW000427,Email,Email,09DEC2016:07:19:36,7
68192,IN10044293,AWAITVEN,EDC00009,Midrange,Midrange,14DEC2016:10:12:26,2
68243,IN10044304,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,09DEC2016:08:21:36,277
68289,IN10044314,AWAITVEN,0,0,0,09DEC2016:11:00:32,0
68291,IN10044314,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,09DEC2016:11:26:54,65
68296,IN10044315,AWAITVEN,NW000412,Fixed Line,Fixed Line,09DEC2016:14:37:56,16
68315,IN10044319,AWAITVEN,NW000412,Fixed Line,Fixed Line,09DEC2016:11:10:51,32
68413,IN10044339,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,12DEC2016:10:28:38,1
68562,IN10044374,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,10DEC2016:08:55:26,35
68642,IN10044393,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,19DEC2016:10:34:56,88
68653,IN10044395,AWAITVEN,NW000417,GC WAN,GC WAN,12DEC2016:11:28:53,329
69001,IN10044481,AWAITVEN,NW000417,GC WAN,GC WAN,12DEC2016:12:17:25,27
69235,IN10044536,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,13DEC2016:11:34:19,82
69236,IN10044536,AWAITVEN,NW000427,Email,Email,13DEC2016:12:23:31,0
69263,IN10044544,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,13DEC2016:13:36:50,964
69297,IN10044553,AWAITVEN,NW000408,Fixed Line,Fixed - VoIP,14DEC2016:07:37:43,9
69320,IN10044557,AWAITVEN,NW000408,Fixed Line,Fixed - VoIP,14DEC2016:07:38:15,9
69413,IN10044575,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,14DEC2016:01:58:02,47
69618,IN10044624,AWAITVEN,NW000417,GC WAN,GC WAN,14DEC2016:14:04:31,5
69623,IN10044625,AWAITVEN,ITS00308,Other Activities,Other - Security,21DEC2016:07:22:27,372
69632,IN10044627,AWAITVEN,NW000412,Fixed Line,Fixed Line,16DEC2016:11:38:19,8
69723,IN10044650,AWAITVEN,NW000400,Intra-building Network Services,IBN - Data Centre Network,19DEC2016:14:21:47,140
69785,IN10044666,AWAITVEN,EDC00001,Midrange,Midrange - Storage and Virtualization,15DEC2016:09:12:14,133
69834,IN10044677,AWAITVEN,NW000412,Fixed Line,Fixed Line,09JAN2017:13:53:11,19
69931,IN10044696,AWAITVEN,NW000414,Contact Centre,Contact Centre,19DEC2016:10:48:39,73
69974,IN10044703,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,23AUG2017:11:02:48,0
70015,IN10044712,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,04JAN2017:15:04:07,957
70036,IN10044717,AWAITVEN,NW000431,GC WAN,GC WAN,23DEC2016:08:50:19,1761
70037,IN10044717,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,03JAN2017:11:13:09,16
70094,IN10044725,AWAITVEN,NW000417,GC WAN,GC WAN,15DEC2016:20:33:45,3
70228,IN10044755,AWAITVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,23DEC2016:15:00:00,305
70233,IN10044760,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,20DEC2016:12:47:55,297
70524,IN10044829,AWAITVEN,DC000152,Middleware,Middleware,18DEC2016:16:14:45,0
70528,IN10044830,AWAITVEN,DC000152,Middleware,Middleware,18DEC2016:16:13:46,0
70582,IN10044853,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,20DEC2016:10:36:17,33
70691,IN10044878,AWAITVEN,ITS00306,Other Activities,Other - Security,19DEC2016:10:22:52,4
70692,IN10044878,AWAITVEN,EDC00065,Other Activities,Other - Service Management,19DEC2016:10:41:05,3
70809,IN10044932,AWAITVEN,NW000412,Fixed Line,Fixed Line,21DEC2016:08:56:50,181
70964,IN10044965,AWAITVEN,NW000453,Intra-building Network Services,IBN - GC LAN,12JAN2017:10:38:57,154
71000,IN10044972,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,20DEC2016:01:43:08,0
71087,IN10044991,AWAITVEN,ESI00026,Other Activities,Other - Internal Services & Strategy,22DEC2016:10:47:13,122
71117,IN10044995,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,21DEC2016:09:16:43,20
71250,IN10045025,AWAITVEN,NW000433,GC WAN,GC WAN,20DEC2016:15:20:24,1
71303,IN10045035,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,22DEC2016:13:26:29,222
71304,IN10045035,AWAITVEN,ESI00011,Other Activities,Other - Service Management,29DEC2016:12:58:40,149
71311,IN10045036,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,21DEC2016:12:03:19,261
71312,IN10045036,AWAITVEN,ESI00011,Other Activities,Other - Service Management,29DEC2016:13:01:42,147
71318,IN10045037,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,20DEC2016:18:46:41,22
71327,IN10045039,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,20DEC2016:21:07:02,0
71451,IN10045068,AWAITVEN,NW000437,Fixed Line,Fixed Line,21DEC2016:12:49:07,7
71700,IN10045140,AWAITVEN,NW000412,Fixed Line,Fixed Line,23DEC2016:12:22:37,38
71716,IN10045143,AWAITVEN,NW000433,GC WAN,GC WAN,22DEC2016:07:11:38,54
71846,IN10045194,AWAITVEN,NW000412,Fixed Line,Fixed Line,23DEC2016:13:02:43,3
71890,IN10045205,AWAITVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,22DEC2016:16:54:36,18
71905,IN10045208,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,22DEC2016:17:13:39,63
71990,IN10045229,AWAITVEN,NW000412,Fixed Line,Fixed Line,12JAN2017:17:54:31,40
72022,IN10045236,AWAITVEN,NW000412,Fixed Line,Fixed Line,23DEC2016:11:50:53,5
72034,IN10045238,AWAITVEN,NW000417,GC WAN,GC WAN,05JAN2017:10:53:59,148
72085,IN10045250,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,07APR2017:07:52:01,15
72114,IN10045262,AWAITVEN,NW000412,Fixed Line,Fixed Line,29DEC2016:11:08:19,39
72243,IN10045295,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,28DEC2016:09:12:41,115
72429,IN10045344,AWAITVEN,NW000417,GC WAN,GC WAN,26DEC2016:20:35:50,0
72447,IN10045348,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,27DEC2016:01:55:41,25
72477,IN10045361,AWAITVEN,DC000163,Other Activities,Other - Service Management,27DEC2016:12:29:36,2
72478,IN10045361,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,27DEC2016:13:01:15,0
72487,IN10045364,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,27DEC2016:15:22:41,33
72528,IN10045373,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,28DEC2016:10:28:06,190
72698,IN10045407,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,05JAN2017:09:49:28,13
72885,IN10045448,AWAITVEN,NW000412,Fixed Line,Fixed Line,04JAN2017:09:29:32,98
73109,IN10045626,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,30DEC2016:15:12:12,90
73191,IN10045643,AWAITVEN,NW000430,Intra-building Network Services,IBN - Data Centre Network,03JAN2017:10:08:48,164
73338,IN10045678,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,30JAN2017:20:02:03,240
73461,IN10045703,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,10JAN2017:12:57:39,17
73484,IN10045708,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,03JAN2017:13:59:25,8
73485,IN10045708,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,04JAN2017:12:30:40,0
73486,IN10045708,AWAITVEN,DC000163,Other Activities,Other - Service Management,04JAN2017:17:10:19,0
73596,IN10045731,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,03JAN2017:19:02:27,116
73618,IN10045738,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,04JAN2017:12:11:08,7
73648,IN10045745,AWAITVEN,ESI00011,Other Activities,Other - Service Management,03JAN2017:20:49:28,43
73649,IN10045745,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,04JAN2017:08:38:05,0
73889,IN10045798,AWAITVEN,ESI00011,Other Activities,Other - Service Management,10JAN2017:12:38:15,7
73900,IN10045800,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,04JAN2017:19:56:39,48
73966,IN10045813,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,05JAN2017:10:45:22,8
73972,IN10045814,AWAITVEN,NW000417,GC WAN,GC WAN,05JAN2017:05:26:36,1
73973,IN10045814,AWAITVEN,DC000163,Other Activities,Other - Service Management,05JAN2017:06:29:09,0
73999,IN10045821,AWAITVEN,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,23JAN2017:08:57:43,78
74025,IN10045827,AWAITVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,05JAN2017:11:50:06,196
74081,IN10045839,AWAITVEN,EDC00098,Other Activities,Other - Security,06JAN2017:09:31:24,160
74096,IN10045842,AWAITVEN,NW000412,Fixed Line,Fixed Line,05JAN2017:15:54:30,0
74141,IN10045855,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,05JAN2017:18:05:23,96
74171,IN10045862,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,05JAN2017:23:16:54,96
74303,IN10045894,AWAITVEN,ESI00011,Other Activities,Other - Service Management,06JAN2017:10:33:24,1
74375,IN10045910,AWAITVEN,NW000414,Contact Centre,Contact Centre,07JAN2017:14:45:28,1373
74456,IN10045927,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,07JAN2017:09:11:05,0
74457,IN10045927,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,07JAN2017:09:44:57,0
74516,IN10045943,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,08JAN2017:00:53:59,19
74708,IN10045989,AWAITVEN,EDC00004,Midrange,Midrange - Storage and Virtualization,09JAN2017:14:24:58,20
74751,IN10046001,AWAITVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,09JAN2017:14:49:16,6
74761,IN10046003,AWAITVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,26JAN2017:12:31:13,723
74778,IN10046006,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,09JAN2017:15:57:33,90
74820,IN10046015,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,09JAN2017:18:42:24,38
74886,IN10046030,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,10JAN2017:03:36:27,122
75057,IN10046068,AWAITVEN,NW000412,Fixed Line,Fixed Line,18JAN2017:13:35:17,58
75062,IN10046070,AWAITVEN,NW000412,Fixed Line,Fixed Line,10JAN2017:15:47:05,32
75124,IN10046085,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,11JAN2017:14:12:14,55
75300,IN10046132,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,11JAN2017:10:43:43,1
75304,IN10046133,AWAITVEN,NW000433,GC WAN,GC WAN,11JAN2017:10:24:43,2
75308,IN10046134,AWAITVEN,NW000433,GC WAN,GC WAN,11JAN2017:10:25:55,2
75313,IN10046135,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,11JAN2017:10:37:00,1
75318,IN10046136,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,11JAN2017:10:36:07,1
75322,IN10046137,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,11JAN2017:10:26:44,2
75331,IN10046139,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,11JAN2017:10:42:33,1
75474,IN10046175,AWAITVEN,NW000448,Intra-building Network Services,IBN - GC LAN,12JAN2017:07:43:27,0
75535,IN10046189,AWAITVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,16JAN2017:11:43:51,161
75647,IN10046212,AWAITVEN,NW000472,Conferencing Services,Conferencing - Videoconferencing,08MAR2017:09:33:32,2
75652,IN10046213,AWAITVEN,NW000417,GC WAN,GC WAN,12JAN2017:13:03:08,6
75800,IN10046248,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,18JAN2017:10:39:02,103
75857,IN10046261,AWAITVEN,EDC00001,Midrange,Midrange - Storage and Virtualization,13JAN2017:16:02:14,180
75865,IN10046263,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,13JAN2017:02:02:20,53
75949,IN10046279,AWAITVEN,NW000412,Fixed Line,Fixed Line,30JAN2017:12:29:53,34
75960,IN10046282,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,13JAN2017:15:14:12,16
75972,IN10046284,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,13JAN2017:13:46:38,1
76409,IN10046400,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,30JAN2017:08:50:48,0
76602,IN10046450,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,17JAN2017:07:22:55,32
76667,IN10046464,AWAITVEN,ESI00026,Other Activities,Other - Internal Services & Strategy,17JAN2017:11:09:01,3
76668,IN10046464,AWAITVEN,ESI00012,Other Activities,Other - Service Management,17JAN2017:11:34:53,0
76756,IN10046483,AWAITVEN,NW000427,Email,Email,31JAN2017:10:37:33,0
76766,IN10046485,AWAITVEN,NW000417,GC WAN,GC WAN,17JAN2017:15:18:38,4
76767,IN10046485,AWAITVEN,NW000429,Email,Email,17JAN2017:18:57:15,2
76779,IN10046487,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,18JAN2017:09:47:08,15
76865,IN10046507,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,31JAN2017:17:33:57,255
76982,IN10046536,AWAITVEN,DC000130,High-performance Computing,HPC - Interaction & Visualization,18JAN2017:09:54:25,23
77002,IN10046540,AWAITVEN,NW000412,Fixed Line,Fixed Line,23JAN2017:17:00:50,40
77015,IN10046547,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,18JAN2017:10:48:11,78
77061,IN10046557,AWAITVEN,ESI00026,Other Activities,Other - Internal Services & Strategy,18JAN2017:14:33:44,25
77062,IN10046557,AWAITVEN,ESI00012,Other Activities,Other - Service Management,18JAN2017:14:40:03,25
77136,IN10046575,AWAITVEN,NW000412,Fixed Line,Fixed Line,19JAN2017:11:50:26,171
77226,IN10046593,AWAITVEN,NW000417,GC WAN,GC WAN,19JAN2017:08:36:29,9
77237,IN10046595,AWAITVEN,NW000417,GC WAN,GC WAN,19JAN2017:08:35:22,9
77271,IN10046604,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,19JAN2017:08:38:19,21
77366,IN10046629,AWAITVEN,NW000433,GC WAN,GC WAN,19JAN2017:15:39:40,14
77386,IN10046632,AWAITVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,20JAN2017:10:42:50,9
77512,IN10046657,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,20JAN2017:03:27:17,132
77554,IN10046663,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,20JAN2017:08:33:25,7
77693,IN10046693,AWAITVEN,NW000412,Fixed Line,Fixed Line,01FEB2017:15:04:51,21
77698,IN10046694,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,20JAN2017:15:22:30,0
77709,IN10046696,AWAITVEN,NW000412,Fixed Line,Fixed Line,25JAN2017:09:31:08,113
77772,IN10046710,AWAITVEN,SM000502,Other Activities,Other - Service Management,31JAN2017:07:00:00,40
77815,IN10046718,AWAITVEN,NW000412,Fixed Line,Fixed Line,06FEB2017:13:41:54,39
77816,IN10046718,AWAITVEN,NW000408,Fixed Line,Fixed - VoIP,07FEB2017:17:23:20,26
77914,IN10046743,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,22JAN2017:06:32:27,58
78241,IN10046819,AWAITVEN,NW000417,GC WAN,GC WAN,23JAN2017:15:19:51,0
78376,IN10046850,AWAITVEN,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,01FEB2017:09:34:38,431
78513,IN10046883,AWAITVEN,NW000412,Fixed Line,Fixed Line,25JAN2017:10:09:01,75
78883,IN10046966,AWAITVEN,NW000431,GC WAN,GC WAN,25JAN2017:16:23:38,0
78949,IN10046983,AWAITVEN,NW000412,Fixed Line,Fixed Line,26JAN2017:10:43:05,1
78986,IN10046989,AWAITVEN,NW000412,Fixed Line,Fixed Line,30JAN2017:13:34:54,117
79155,IN10047021,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,25JAN2017:20:35:39,2
79194,IN10047030,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,30JAN2017:10:22:31,58
79195,IN10047030,AWAITVEN,NW000427,Email,Email,30JAN2017:11:07:16,57
79245,IN10047042,AWAITVEN,NW000412,Fixed Line,Fixed Line,30JAN2017:15:05:54,116
79316,IN10047058,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,26JAN2017:12:07:39,13
79420,IN10047099,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,27JAN2017:00:42:20,18
79493,IN10047120,AWAITVEN,DC000105,Data Centre Facilities Management,Data Centre Facilities Management,20FEB2017:06:09:49,113
79494,IN10047120,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,20FEB2017:06:13:27,0
79499,IN10047121,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,27JAN2017:11:09:59,398
79506,IN10047129,AWAITVEN,NW000414,Contact Centre,Contact Centre,27JAN2017:14:53:01,0
79557,IN10047146,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,27JAN2017:13:24:50,72
79735,IN10047185,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,28JAN2017:21:09:57,188
79790,IN10047200,AWAITVEN,NW000417,GC WAN,GC WAN,29JAN2017:14:47:27,1
79857,IN10047219,AWAITVEN,NW000417,GC WAN,GC WAN,30JAN2017:10:22:07,596
79992,IN10047250,AWAITVEN,NW000412,Fixed Line,Fixed Line,02FEB2017:13:36:51,194
80050,IN10047283,AWAITVEN,DC000128,High-performance Computing,High-performance Computing,30JAN2017:12:18:31,17
80051,IN10047283,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,31JAN2017:09:20:59,3
80193,IN10047454,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,30JAN2017:15:42:59,6
80211,IN10047458,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,01FEB2017:10:57:34,40
80358,IN10047487,AWAITVEN,NW000405,Intra-building Network Services,IBN - GC LAN,31JAN2017:12:02:59,24
80359,IN10047487,AWAITVEN,NW000412,Fixed Line,Fixed Line,31JAN2017:14:15:31,22
80360,IN10047487,AWAITVEN,NW000414,Contact Centre,Contact Centre,02FEB2017:09:22:06,7
80374,IN10047490,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,31JAN2017:07:34:18,66
80505,IN10047521,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,06FEB2017:09:15:19,330
80535,IN10047528,AWAITVEN,NW000403,Intra-building Network Services,IBN - GC LAN,01FEB2017:08:06:48,25
80568,IN10047535,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,31JAN2017:16:28:16,15
80595,IN10047541,AWAITVEN,NW000417,GC WAN,GC WAN,31JAN2017:16:27:59,10
80807,IN10047589,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,10FEB2017:11:09:37,162
80931,IN10047609,AWAITVEN,NW000448,Intra-building Network Services,IBN - GC LAN,27FEB2017:10:13:37,128
80975,IN10047619,AWAITVEN,NW000453,Intra-building Network Services,IBN - GC LAN,27FEB2017:11:09:57,629
81002,IN10047624,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,03FEB2017:16:27:34,1284
81045,IN10047632,AWAITVEN,DC000115,Midrange,Midrange - Windows -X86,03AUG2017:13:02:11,0
81126,IN10047647,AWAITVEN,NW000433,GC WAN,GC WAN,02FEB2017:06:29:36,5
81132,IN10047648,AWAITVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,17FEB2017:14:45:00,22
81206,IN10047665,AWAITVEN,DC000117,Storage,Storage,11SEP2017:09:31:02,0
81383,IN10047702,AWAITVEN,NW000431,GC WAN,GC WAN,03FEB2017:08:33:07,23
81426,IN10047713,AWAITVEN,NW000417,GC WAN,GC WAN,03FEB2017:14:18:53,5
81493,IN10047740,AWAITVEN,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,09FEB2017:10:33:44,68
81539,IN10047749,AWAITVEN,NW000412,Fixed Line,Fixed Line,07FEB2017:08:27:05,18
81568,IN10047755,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,06FEB2017:13:46:53,553
81621,IN10047766,AWAITVEN,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,10FEB2017:09:02:49,140
81679,IN10047779,AWAITVEN,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,20APR2017:13:34:13,16
81793,IN10047803,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,08FEB2017:11:09:35,83
81829,IN10047812,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,05FEB2017:08:38:36,0
81859,IN10047818,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,05FEB2017:17:14:42,24
81864,IN10047819,AWAITVEN,DC000133,High-performance Computing,High-performance Computing,05FEB2017:18:26:31,49
82016,IN10047854,AWAITVEN,NW000412,Fixed Line,Fixed Line,01MAR2017:08:18:35,5
82043,IN10047860,AWAITVEN,NW000447,Intra-building Network Services,IBN - GC LAN,29MAR2017:14:47:07,133
82075,IN10047868,AWAITVEN,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,08FEB2017:12:10:56,11
82076,IN10047868,AWAITVEN,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,08FEB2017:12:12:19,0
82099,IN10047872,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,06FEB2017:15:51:24,118
82254,IN10047910,AWAITVEN,NW000431,GC WAN,GC WAN,07FEB2017:09:01:03,13
82350,IN10047930,AWAITVEN,NW000412,Fixed Line,Fixed Line,09FEB2017:09:30:58,73
82427,IN10047949,AWAITVEN,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,14FEB2017:11:06:09,109
82437,IN10047951,AWAITVEN,NW000412,Fixed Line,Fixed Line,27FEB2017:13:27:33,13
82507,IN10047967,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,07FEB2017:21:38:32,68
82513,IN10047968,AWAITVEN,DC000132,High-performance Computing,High-performance Computing,07FEB2017:23:08:42,119
