,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
47818,IN10039602,PENDINGCHG,DC000115,Midrange,Midrange - Windows -X86,03OCT2016:10:13:02,25
48606,IN10039774,PENDINGCHG,EDC00002,Midrange,Midrange - Windows -X86,30SEP2016:11:15:49,37
48821,IN10039821,PENDINGCHG,NW000433,GC WAN,GC WAN,28SEP2016:17:01:48,0
49344,IN10039943,PENDINGCHG,DC000115,Midrange,Midrange - Windows -X86,30SEP2016:10:45:00,82
49345,IN10039943,PENDINGCHG,NW000427,Email,Email,04OCT2016:10:25:25,2
49814,IN10040061,PENDINGCHG,NW000413,Toll-free Voice,Toll-free Voice,05OCT2016:10:37:36,129
50291,IN10040174,PENDINGCHG,NW000445,Intra-building Network Services,IBN - GC LAN,24NOV2016:14:14:58,0
52243,IN10040595,PENDINGCHG,DC000132,High-performance Computing,High-performance Computing,11OCT2016:20:19:42,9
52484,IN10040656,PENDINGCHG,NW000417,GC WAN,GC WAN,12OCT2016:22:22:30,17
52494,IN10040658,PENDINGCHG,DC000115,Midrange,Midrange - Windows -X86,13OCT2016:13:48:14,103
54040,IN10041033,PENDINGCHG,DC000127,High-performance Computing,HPC -Big Data Exchange,18OCT2016:14:40:32,7
54936,IN10041282,PENDINGCHG,ENT00016,Conferencing Services,Conferencing - Videoconferencing,28OCT2016:10:47:32,0
55226,IN10041343,PENDINGCHG,NW000431,GC WAN,GC WAN,25OCT2016:08:35:05,0
56677,IN10041659,PENDINGCHG,DC000155,Mainframe,Mainframe,07NOV2016:09:08:08,0
59701,IN10042363,PENDINGCHG,NW000428,Email,Email,14NOV2016:16:45:11,8
60515,IN10042562,PENDINGCHG,NW000428,Email,Email,14NOV2016:17:04:56,8
60610,IN10042586,PENDINGCHG,NW000431,GC WAN,GC WAN,14NOV2016:09:30:24,0
60739,IN10042617,PENDINGCHG,NW000428,Email,Email,14NOV2016:16:48:02,8
60888,IN10042647,PENDINGCHG,NW000428,Email,Email,14NOV2016:16:51:50,8
60893,IN10042648,PENDINGCHG,NW000428,Email,Email,14NOV2016:17:03:38,8
60981,IN10042665,PENDINGCHG,NW000428,Email,Email,15NOV2016:16:27:15,78
62148,IN10042926,PENDINGCHG,DC000115,Midrange,Midrange - Windows -X86,24NOV2016:10:26:56,119
62164,IN10042930,PENDINGCHG,DC000132,High-performance Computing,High-performance Computing,18NOV2016:09:26:22,0
63368,IN10043208,PENDINGCHG,EDC00001,Midrange,Midrange - Storage and Virtualization,23NOV2016:17:30:25,198
63642,IN10043266,PENDINGCHG,NW000433,GC WAN,GC WAN,23NOV2016:09:07:09,59
63655,IN10043268,PENDINGCHG,NW000433,GC WAN,GC WAN,23NOV2016:09:08:35,59
66409,IN10043902,PENDINGCHG,NW000405,Intra-building Network Services,IBN - GC LAN,05DEC2016:09:43:45,0
327823,IN10105100,PENDINGCHG,COR00553,Other Activities,Other - Internal Services & Strategy,02NOV2018:13:35:38,63
