,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
5327,IN10029941,PENDING,EDC00068,Email,Email,20APR2016:13:24:24,0
5339,IN10029943,PENDING,EDC00098,Other Activities,Other - Security,21APR2016:08:47:53,0
5385,IN10029953,PENDING,ITS00322,Directory Services,Directory Services,26APR2016:15:10:41,38
5447,IN10029967,PENDING,EU000203,Storage,Storage - File,20APR2016:15:07:53,4
5471,IN10029974,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,20APR2016:16:24:25,3
5574,IN10029996,PENDING,NW000431,GC WAN,GC WAN,20APR2016:14:39:59,0
5589,IN10029999,PENDING,DC000128,High-performance Computing,High-performance Computing,20APR2016:15:46:50,0
5651,IN10030014,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,21APR2016:10:29:00,28
5656,IN10030015,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,20APR2016:21:38:44,46
5680,IN10030021,PENDING,NW000431,GC WAN,GC WAN,20APR2016:23:27:18,0
5698,IN10030027,PENDING,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,21APR2016:13:03:03,17
5699,IN10030027,PENDING,DC000128,High-performance Computing,High-performance Computing,22APR2016:09:29:15,11
5776,IN10030045,PENDING,ITS00306,Other Activities,Other - Security,26APR2016:10:03:16,81
5795,IN10030049,PENDING,DC000128,High-performance Computing,High-performance Computing,21APR2016:10:48:49,0
5827,IN10030057,PENDING,NW000414,Contact Centre,Contact Centre,25APR2016:09:28:12,0
5974,IN10030089,PENDING,DC000141,Middleware,Middleware,22APR2016:09:36:03,2
6133,IN10030125,PENDING,DC000104,Data Centre Facilities Management,Data Centre Facilities Management,22APR2016:09:56:50,479
6134,IN10030125,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,27APR2016:14:32:17,445
6135,IN10030125,PENDING,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,04MAY2016:16:40:38,393
6136,IN10030125,PENDING,ESI00011,Other Activities,Other - Service Management,28JUN2016:10:53:14,19
6147,IN10030127,PENDING,DC000133,High-performance Computing,High-performance Computing,22APR2016:11:47:38,0
6161,IN10030131,PENDING,NW000413,Toll-free Voice,Toll-free Voice,26APR2016:09:39:04,931
6162,IN10030131,PENDING,ESI00011,Other Activities,Other - Service Management,31AUG2016:09:12:35,42
6278,IN10030158,PENDING,DC000128,High-performance Computing,High-performance Computing,20MAY2016:10:11:47,13
6353,IN10030173,PENDING,NW000431,GC WAN,GC WAN,25APR2016:07:06:28,0
6358,IN10030174,PENDING,NW000431,GC WAN,GC WAN,25APR2016:07:10:52,0
6376,IN10030181,PENDING,DC000115,Midrange,Midrange - Windows -X86,25APR2016:07:25:47,120
6382,IN10030182,PENDING,NW000417,GC WAN,GC WAN,22APR2016:21:13:09,0
6443,IN10030201,PENDING,DC000128,High-performance Computing,High-performance Computing,23APR2016:06:44:51,0
6455,IN10030204,PENDING,DC000133,High-performance Computing,High-performance Computing,23APR2016:09:50:35,4
6462,IN10030205,PENDING,DC000163,Other Activities,Other - Service Management,23APR2016:16:31:58,0
6605,IN10030241,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,24APR2016:19:46:33,0
6643,IN10030249,PENDING,EDC00068,Email,Email,24APR2016:23:22:40,4
6648,IN10030250,PENDING,DC000133,High-performance Computing,High-performance Computing,24APR2016:23:19:46,4
6693,IN10030261,PENDING,0,0,0,25APR2016:06:34:34,0
6695,IN10030261,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,25APR2016:06:35:09,0
6719,IN10030267,PENDING,NW000414,Contact Centre,Contact Centre,25APR2016:09:29:18,0
6768,IN10030276,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,26APR2016:10:30:42,0
6885,IN10030301,PENDING,EU000202,Distributed Print,Distributed Print,25APR2016:09:43:20,695
6890,IN10030302,PENDING,NW000412,Fixed Line,Fixed Line,03MAY2016:10:23:42,209
6956,IN10030316,PENDING,EDC00030,Other Activities,Other - Service Management,09MAY2016:16:35:28,47
6961,IN10030317,PENDING,NW000428,Email,Email,25APR2016:10:58:27,34
7123,IN10030351,PENDING,EDC00068,Email,Email,04MAY2016:12:36:03,124
7124,IN10030351,PENDING,ESI00011,Other Activities,Other - Service Management,09MAY2016:11:31:46,95
7148,IN10030355,PENDING,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,04MAY2016:13:25:00,15
7184,IN10030364,PENDING,DC000128,High-performance Computing,High-performance Computing,27APR2016:14:06:45,82
7218,IN10030371,PENDING,NW000410,Conferencing Services,Conferencing - Videoconferencing,26APR2016:15:20:52,874
7219,IN10030371,PENDING,NW000430,Intra-building Network Services,IBN - Data Centre Network,29AUG2016:09:51:46,10
7220,IN10030371,PENDING,ESI00011,Other Activities,Other - Service Management,29AUG2016:10:05:27,9
7235,IN10030375,PENDING,NW000431,GC WAN,GC WAN,26APR2016:07:13:45,0
7312,IN10030393,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,26APR2016:11:13:44,288
7313,IN10030393,PENDING,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,26APR2016:11:21:47,49
7385,IN10030412,PENDING,NW000412,Fixed Line,Fixed Line,27APR2016:13:52:46,1340
7571,IN10030456,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,27APR2016:09:11:35,0
7696,IN10030490,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,27APR2016:08:08:12,277
7697,IN10030490,PENDING,ESI00011,Other Activities,Other - Service Management,27APR2016:08:08:50,277
7711,IN10030494,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,27APR2016:05:35:16,3
7721,IN10030496,PENDING,NW000431,GC WAN,GC WAN,27APR2016:07:16:15,1
7727,IN10030497,PENDING,NW000431,GC WAN,GC WAN,27APR2016:07:11:12,1
7808,IN10030513,PENDING,NW000452,Intra-building Network Services,IBN - GC LAN,02MAY2016:10:22:17,36
7904,IN10030532,PENDING,SM000502,Other Activities,Other - Service Management,25MAY2016:11:56:01,0
8013,IN10030557,PENDING,NW000431,GC WAN,GC WAN,27APR2016:14:54:14,12
8087,IN10030576,PENDING,EDC00010,Directory Services,Directory Services,28APR2016:03:29:58,6
8118,IN10030584,PENDING,DC000119,Other Activities,Other - Data Centre,28APR2016:14:43:55,188
8138,IN10030588,PENDING,NW000410,Conferencing Services,Conferencing - Videoconferencing,29AUG2016:09:23:16,0
8175,IN10030597,PENDING,NDS00028,Intra-building Network Services,IBN - GC LAN,28APR2016:09:10:18,4
8181,IN10030598,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,28APR2016:09:25:55,10
8226,IN10030607,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,28APR2016:11:19:31,8
8305,IN10030624,PENDING,NW000440,Fixed Line,Fixed - PBX,02MAY2016:08:29:10,535
8445,IN10030654,PENDING,NW000414,Contact Centre,Contact Centre,02MAY2016:09:58:06,777
8481,IN10030663,PENDING,NW000445,Intra-building Network Services,IBN - GC LAN,04MAY2016:10:12:52,18
8523,IN10030672,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,29APR2016:10:16:47,445
8524,IN10030672,PENDING,ESI00011,Other Activities,Other - Service Management,29APR2016:12:37:33,442
8525,IN10030672,PENDING,DC000115,Midrange,Midrange - Windows -X86,07JUN2016:09:08:09,186
8526,IN10030672,PENDING,DC000109,Data Centre Facilities Management,Data Centre Facilities Management,20JUN2016:11:48:35,93
8578,IN10030684,PENDING,NW000427,Email,Email,02MAY2016:09:18:18,0
8616,IN10030692,PENDING,NW000414,Contact Centre,Contact Centre,02MAY2016:10:07:06,776
8621,IN10030693,PENDING,NW000414,Contact Centre,Contact Centre,02MAY2016:09:54:51,38
8676,IN10030707,PENDING,NW000438,Intra-building Network Services,IBN - GC Wi-Fi,02MAY2016:09:00:28,148
8677,IN10030707,PENDING,ESI00011,Other Activities,Other - Service Management,02MAY2016:09:01:00,147
8874,IN10030753,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,02MAY2016:09:33:36,431
8875,IN10030753,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,02MAY2016:09:58:49,431
8883,IN10030755,PENDING,DC000163,Other Activities,Other - Service Management,01MAY2016:05:30:36,0
8924,IN10030762,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,02MAY2016:09:57:40,11
8936,IN10030764,PENDING,NW000431,GC WAN,GC WAN,02MAY2016:06:21:44,45
9012,IN10030781,PENDING,NW000431,GC WAN,GC WAN,02MAY2016:08:18:16,13
9030,IN10030785,PENDING,NW000445,Intra-building Network Services,IBN - GC LAN,03MAY2016:15:47:07,7
9031,IN10030785,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,04MAY2016:09:14:08,3
9050,IN10030789,PENDING,NW000427,Email,Email,02MAY2016:09:23:24,51
9086,IN10030796,PENDING,DC000152,Middleware,Middleware,02MAY2016:09:59:23,14
9114,IN10030803,PENDING,NW000431,GC WAN,GC WAN,02MAY2016:08:58:42,12
9229,IN10030827,PENDING,ITS00322,Directory Services,Directory Services,02MAY2016:15:54:19,3
9237,IN10030828,PENDING,EDC00005,Midrange,Midrange - Storage and Virtualization,12MAY2016:10:43:02,1207
9262,IN10030833,PENDING,NW000431,GC WAN,GC WAN,03MAY2016:06:12:42,33
9319,IN10030848,PENDING,NW000445,Intra-building Network Services,IBN - GC LAN,03MAY2016:15:53:11,22
9336,IN10030850,PENDING,DC000115,Midrange,Midrange - Windows -X86,17MAY2016:13:41:10,104
9383,IN10030861,PENDING,DC000132,High-performance Computing,High-performance Computing,03MAY2016:07:54:05,3
9458,IN10030873,PENDING,DC000115,Midrange,Midrange - Windows -X86,03MAY2016:11:42:10,17
9496,IN10030881,PENDING,ITS00327,Other Activities,Other - Security,03MAY2016:14:30:00,35
9558,IN10030895,PENDING,DC000132,High-performance Computing,High-performance Computing,03MAY2016:11:23:33,26
9626,IN10030909,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,03MAY2016:13:21:05,1
9638,IN10030911,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,03MAY2016:13:25:28,1
9643,IN10030912,PENDING,DC000132,High-performance Computing,High-performance Computing,03MAY2016:14:18:50,24
9707,IN10030926,PENDING,DC000128,High-performance Computing,High-performance Computing,03MAY2016:17:43:39,0
9708,IN10030926,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,03MAY2016:17:58:30,0
9721,IN10030928,PENDING,DC000132,High-performance Computing,High-performance Computing,03MAY2016:17:58:07,21
9735,IN10030931,PENDING,EDC00001,Midrange,Midrange - Storage and Virtualization,04MAY2016:08:35:55,30
9740,IN10030932,PENDING,DC000132,High-performance Computing,High-performance Computing,03MAY2016:19:08:24,21
9806,IN10030946,PENDING,NW000431,GC WAN,GC WAN,04MAY2016:07:15:12,6
9826,IN10030950,PENDING,NW000431,GC WAN,GC WAN,04MAY2016:07:11:26,10
9879,IN10030961,PENDING,DC000115,Midrange,Midrange - Windows -X86,17MAY2016:10:00:01,21
9950,IN10030974,PENDING,NW000414,Contact Centre,Contact Centre,04MAY2016:16:36:22,65
9994,IN10030983,PENDING,ESI00011,Other Activities,Other - Service Management,05MAY2016:10:48:59,219
10000,IN10030984,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,05MAY2016:08:31:43,13
10026,IN10030992,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,04MAY2016:13:31:32,0
10106,IN10031011,PENDING,NW000417,GC WAN,GC WAN,04MAY2016:17:32:13,76
10136,IN10031016,PENDING,NW000452,Intra-building Network Services,IBN - GC LAN,17MAY2016:11:47:33,4
10205,IN10031030,PENDING,NW000431,GC WAN,GC WAN,05MAY2016:07:01:26,26
10213,IN10031031,PENDING,EDC00008,Email,Email,05MAY2016:09:14:43,0
10242,IN10031037,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,06MAY2016:13:17:54,122
10282,IN10031047,PENDING,NW000431,GC WAN,GC WAN,05MAY2016:08:43:44,169
10297,IN10031050,PENDING,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,05MAY2016:09:55:21,2
10361,IN10031068,PENDING,NW000431,GC WAN,GC WAN,13MAY2016:07:55:58,6
10374,IN10031070,PENDING,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,11MAY2016:15:30:22,0
10383,IN10031072,PENDING,0,0,0,05MAY2016:10:49:29,0
10385,IN10031072,PENDING,DC000132,High-performance Computing,High-performance Computing,05MAY2016:10:50:18,7
10396,IN10031074,PENDING,DC000132,High-performance Computing,High-performance Computing,05MAY2016:10:57:25,7
10416,IN10031078,PENDING,ITS00306,Other Activities,Other - Security,17MAY2016:10:53:42,43
10544,IN10031106,PENDING,ESI00011,Other Activities,Other - Service Management,06MAY2016:12:02:28,43
10580,IN10031114,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:28:50,4
10654,IN10031129,PENDING,ESI00011,Other Activities,Other - Service Management,25JAN2017:11:21:09,1037
10655,IN10031129,PENDING,NW000407,Intra-building Network Services,IBN - GC LAN,25JAN2017:13:40:32,1030
10656,IN10031129,PENDING,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,30JAN2017:13:46:41,1027
10657,IN10031129,PENDING,DC000107,Data Centre Facilities Management,Data Centre Facilities Management,14FEB2017:14:04:18,917
10658,IN10031129,PENDING,NW000403,Intra-building Network Services,IBN - GC LAN,15FEB2017:09:30:37,717
10659,IN10031129,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,22FEB2017:13:17:23,835
10685,IN10031137,PENDING,NW000431,GC WAN,GC WAN,06MAY2016:07:32:16,33
11112,IN10031240,PENDING,DC000152,Middleware,Middleware,07MAY2016:09:57:14,0
11150,IN10031248,PENDING,NW000417,GC WAN,GC WAN,11MAY2016:13:11:51,0
11166,IN10031251,PENDING,ITS00326,Other Activities,Other - Security,03JUN2016:09:15:27,211
11177,IN10031253,PENDING,NW000431,GC WAN,GC WAN,09MAY2016:13:39:12,41
11192,IN10031256,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:27:43,4
11203,IN10031258,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:27:20,4
11210,IN10031259,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:26:48,46
11211,IN10031259,PENDING,NW000412,Fixed Line,Fixed Line,16MAY2016:11:31:41,28
11218,IN10031260,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:25:35,4
11240,IN10031264,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:24:57,4
11264,IN10031267,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:24:22,4
11367,IN10031292,PENDING,NW000431,GC WAN,GC WAN,09MAY2016:06:17:18,10
11388,IN10031296,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,19MAY2016:14:11:26,120
11441,IN10031305,PENDING,DC000119,Other Activities,Other - Data Centre,09MAY2016:14:18:24,467
11566,IN10031333,PENDING,DC000152,Middleware,Middleware,09MAY2016:11:36:52,17
11607,IN10031345,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:17:33,998
11608,IN10031345,PENDING,NW000412,Fixed Line,Fixed Line,13MAY2016:10:02:46,0
11636,IN10031351,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:15:21,106
11637,IN10031351,PENDING,NW000412,Fixed Line,Fixed Line,13MAY2016:10:00:28,0
11715,IN10031367,PENDING,NW000431,GC WAN,GC WAN,10MAY2016:09:09:43,50
11737,IN10031372,PENDING,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:12:56,9
11738,IN10031372,PENDING,NW000412,Fixed Line,Fixed Line,13MAY2016:08:34:21,5
11817,IN10031390,PENDING,DC000152,Middleware,Middleware,09MAY2016:14:27:59,11
11850,IN10031397,PENDING,NW000431,GC WAN,GC WAN,10MAY2016:08:15:21,10
11900,IN10031407,PENDING,DC000163,Other Activities,Other - Service Management,10MAY2016:16:19:43,2
12028,IN10031437,PENDING,DC000119,Other Activities,Other - Data Centre,10MAY2016:10:18:32,7
12086,IN10031452,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,11MAY2016:08:13:25,0
12155,IN10031467,PENDING,DC000132,High-performance Computing,High-performance Computing,11MAY2016:03:09:23,8
12379,IN10031521,PENDING,EDC00002,Midrange,Midrange - Windows -X86,13MAY2016:03:35:23,4
12479,IN10031547,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,13MAY2016:13:47:30,1
12530,IN10031555,PENDING,DC000133,High-performance Computing,High-performance Computing,11MAY2016:20:28:08,0
12541,IN10031557,PENDING,NW000417,GC WAN,GC WAN,11MAY2016:20:43:41,27
12620,IN10031574,PENDING,NW000447,Intra-building Network Services,IBN - GC LAN,01NOV2016:10:22:08,10
12694,IN10031590,PENDING,NW000431,GC WAN,GC WAN,13MAY2016:07:44:56,4
12710,IN10031593,PENDING,DC000115,Midrange,Midrange - Windows -X86,12MAY2016:10:05:39,7
12711,IN10031593,PENDING,DC000113,Midrange,Midrange,28OCT2016:16:37:20,65
12772,IN10031609,PENDING,ITS00308,Other Activities,Other - Security,13JUN2016:10:58:00,953
13185,IN10031706,PENDING,DC000113,Midrange,Midrange,20MAY2016:09:58:01,283
13186,IN10031706,PENDING,DC000115,Midrange,Midrange - Windows -X86,31MAY2016:14:02:39,127
13334,IN10031738,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,14MAY2016:03:33:05,1
13387,IN10031750,PENDING,DC000130,High-performance Computing,HPC - Interaction & Visualization,15MAY2016:07:07:23,0
13388,IN10031750,PENDING,DC000129,High-performance Computing,High-performance Computing,15MAY2016:07:44:05,0
13406,IN10031753,PENDING,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,15NOV2016:07:32:00,0
13528,IN10031785,PENDING,NW000412,Fixed Line,Fixed Line,20MAY2016:10:14:19,30
13756,IN10031833,PENDING,EDC00068,Email,Email,22JUN2016:09:18:26,0
13780,IN10031837,PENDING,DC000128,High-performance Computing,High-performance Computing,16MAY2016:10:22:38,189
13835,IN10031849,PENDING,NW000405,Intra-building Network Services,IBN - GC LAN,25MAY2016:08:20:12,35
13876,IN10031859,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,16MAY2016:13:38:28,353
13882,IN10031860,PENDING,ITS00308,Other Activities,Other - Security,28MAR2017:14:51:29,339
13887,IN10031861,PENDING,NW000431,GC WAN,GC WAN,16MAY2016:13:57:12,3
13914,IN10031867,PENDING,NW000410,Conferencing Services,Conferencing - Videoconferencing,17MAY2016:10:02:21,75
13915,IN10031867,PENDING,NW000431,GC WAN,GC WAN,17MAY2016:10:14:10,75
13995,IN10031887,PENDING,ITS00309,Secure Remote Access,Secure Remote Access,17MAY2016:10:29:35,15
14000,IN10031889,PENDING,DC000127,High-performance Computing,HPC -Big Data Exchange,17MAY2016:01:39:34,84
14036,IN10031898,PENDING,NW000412,Fixed Line,Fixed Line,16JUN2016:06:26:18,0
14136,IN10031932,PENDING,DC000117,Storage,Storage,18MAY2016:13:59:58,11
14255,IN10031960,PENDING,ESI00011,Other Activities,Other - Service Management,24MAY2016:09:28:22,44
