,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
63107,IN10043153,AWAITCUS,NW000408,Fixed Line,Fixed - VoIP,08MAY2017:17:10:01,0
63119,IN10043153,AWAITCUS,NW000440,Fixed Line,Fixed - PBX,26JUL2017:11:07:09,0
63312,IN10043197,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,06DEC2016:16:03:23,144
63519,IN10043238,AWAITCUS,ITS00306,Other Activities,Other - Security,29DEC2016:12:19:42,889
63520,IN10043238,AWAITCUS,ESI00011,Other Activities,Other - Service Management,27APR2017:14:05:10,67
63555,IN10043247,AWAITCUS,NW000417,GC WAN,GC WAN,05DEC2016:15:02:19,1
63562,IN10043248,AWAITCUS,ESI00011,Other Activities,Other - Service Management,29DEC2016:10:49:08,98
63563,IN10043248,AWAITCUS,NW000420,Intra-building Network Services,Intra-building Network Services,29DEC2016:16:45:25,92
64236,IN10043398,AWAITCUS,ESI00011,Other Activities,Other - Service Management,10JAN2017:10:42:31,10
64392,IN10043432,AWAITCUS,DC000141,Middleware,Middleware,10JAN2017:22:00:55,959
64468,IN10043449,AWAITCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,10JAN2017:21:43:27,448
64954,IN10043561,AWAITCUS,ESI00011,Other Activities,Other - Service Management,04JAN2017:09:58:10,167
64955,IN10043561,AWAITCUS,ITS00312,Internal Credential Management (ICM),Internal Credential Management (ICM),10JAN2017:10:23:49,110
65282,IN10043638,AWAITCUS,DC000123,0,Data Centre Services,30DEC2016:08:22:45,450
65283,IN10043638,AWAITCUS,DC000141,Middleware,Middleware,27FEB2017:08:07:25,51
65464,IN10043681,AWAITCUS,NW000412,Fixed Line,Fixed Line,05DEC2016:09:28:37,1
65487,IN10043687,AWAITCUS,NW000417,GC WAN,GC WAN,10JAN2017:21:38:37,1807
65555,IN10043700,AWAITCUS,DC000141,Middleware,Middleware,10JAN2017:21:30:17,23
65630,IN10043723,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,29DEC2016:09:46:45,188
65749,IN10043748,AWAITCUS,ESI00012,Other Activities,Other - Service Management,10JAN2017:21:22:58,103
65750,IN10043748,AWAITCUS,SM000501,Other Activities,Other - Service Management,16JAN2017:08:50:27,71
65751,IN10043748,AWAITCUS,ESI00011,Other Activities,Other - Service Management,16JAN2017:14:12:56,66
65764,IN10043749,AWAITCUS,ESI00011,Other Activities,Other - Service Management,01MAR2017:12:42:13,9
65798,IN10043756,AWAITCUS,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,06DEC2016:11:46:27,82
66154,IN10043843,AWAITCUS,DC000134,High-performance Computing,High-performance Computing,10JAN2017:21:17:47,2
66199,IN10043860,AWAITCUS,NW000412,Fixed Line,Fixed Line,10JAN2017:21:11:06,10
66244,IN10043870,AWAITCUS,DC000119,Other Activities,Other - Data Centre,16DEC2016:11:56:51,3
66336,IN10043887,AWAITCUS,NW000460,GC WAN,GC WAN,10JAN2017:21:06:11,104
66337,IN10043887,AWAITCUS,ESI00011,Other Activities,Other - Service Management,25JAN2017:11:36:57,0
66440,IN10043908,AWAITCUS,DC000179,Storage,Storage,08DEC2016:17:01:24,1034
66441,IN10043908,AWAITCUS,DC000125,Storage,Storage,12DEC2016:14:02:29,403
66442,IN10043908,AWAITCUS,ESI00011,Other Activities,Other - Service Management,08FEB2017:09:04:03,632
66443,IN10043908,AWAITCUS,EDC00004,Midrange,Midrange - Storage and Virtualization,09FEB2017:09:56:59,0
66615,IN10043947,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,10JAN2017:20:54:52,32
66698,IN10043963,AWAITCUS,NW000440,Fixed Line,Fixed - PBX,10JAN2017:20:47:30,146
66773,IN10043981,AWAITCUS,ESI00011,Other Activities,Other - Service Management,08DEC2016:09:20:04,22
66849,IN10043996,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,20DEC2016:07:57:06,59
66856,IN10043997,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,20DEC2016:07:57:41,59
66881,IN10044002,AWAITCUS,ESI00011,Other Activities,Other - Service Management,22DEC2016:17:12:34,668
66882,IN10044002,AWAITCUS,NW000420,Intra-building Network Services,Intra-building Network Services,30DEC2016:14:47:09,634
66883,IN10044002,AWAITCUS,NW000449,Intra-building Network Services,IBN - GC LAN,15FEB2017:12:24:50,0
66899,IN10044005,AWAITCUS,ESI00011,Other Activities,Other - Service Management,07DEC2016:15:16:07,48
66997,IN10044025,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,05JAN2017:08:14:11,1100
67078,IN10044041,AWAITCUS,NW000429,Email,Email,06DEC2016:10:17:45,44
67085,IN10044042,AWAITCUS,NW000429,Email,Email,06DEC2016:12:37:45,45
67120,IN10044049,AWAITCUS,ITS00301,Other Activities,Other - Security,10JAN2017:19:10:53,946
67136,IN10044052,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,10JAN2017:18:54:16,741
67165,IN10044058,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,20DEC2016:07:56:39,238
67209,IN10044069,AWAITCUS,AP000001,Other Activities,Other - Internal Services & Strategy,18JAN2017:13:26:00,499
67271,IN10044083,AWAITCUS,DC000113,Midrange,Midrange,07DEC2016:10:02:28,13
67272,IN10044083,AWAITCUS,DC000128,High-performance Computing,High-performance Computing,07DEC2016:11:48:02,11
67438,IN10044124,AWAITCUS,NW000433,GC WAN,GC WAN,06DEC2016:14:49:22,9
67487,IN10044134,AWAITCUS,ESI00011,Other Activities,Other - Service Management,21DEC2016:15:48:03,299
67522,IN10044141,AWAITCUS,ESI00011,Other Activities,Other - Service Management,08DEC2016:09:21:23,34
67527,IN10044142,AWAITCUS,EU000202,Distributed Print,Distributed Print,07DEC2016:11:41:18,1
67563,IN10044150,AWAITCUS,DC000163,Other Activities,Other - Service Management,07DEC2016:05:46:50,10
67684,IN10044177,AWAITCUS,ITS00332,Secure Remote Access,Secure Remote Access,07DEC2016:14:57:28,34
67685,IN10044177,AWAITCUS,ESI00011,Other Activities,Other - Service Management,08DEC2016:09:27:47,29
67728,IN10044185,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,14DEC2016:08:46:42,172
67775,IN10044195,AWAITCUS,NW000430,Intra-building Network Services,IBN - Data Centre Network,09DEC2016:15:36:25,2
67795,IN10044200,AWAITCUS,DC000119,Other Activities,Other - Data Centre,12DEC2016:15:38:55,3
67928,IN10044231,AWAITCUS,NW000417,GC WAN,GC WAN,09DEC2016:15:37:29,25
68062,IN10044259,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20JAN2017:11:50:06,92
68078,IN10044263,AWAITCUS,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,09DEC2016:09:40:19,0
68087,IN10044265,AWAITCUS,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),09DEC2016:10:55:04,116
68088,IN10044265,AWAITCUS,ESI00011,Other Activities,Other - Service Management,09DEC2016:13:27:51,113
68102,IN10044268,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,19DEC2016:09:56:35,17
68109,IN10044269,AWAITCUS,NW000431,GC WAN,GC WAN,23DEC2016:14:02:02,2
68113,IN10044270,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,15DEC2016:15:39:44,61
68176,IN10044290,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,09DEC2016:00:36:30,6
68181,IN10044291,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,09DEC2016:00:34:31,6
68284,IN10044313,AWAITCUS,ESI00011,Other Activities,Other - Service Management,14DEC2016:15:21:42,23
68302,IN10044316,AWAITCUS,NW000417,GC WAN,GC WAN,09DEC2016:11:43:11,10
68339,IN10044324,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,09DEC2016:15:47:16,59
68345,IN10044325,AWAITCUS,NW000410,Conferencing Services,Conferencing - Videoconferencing,12JAN2017:18:38:41,0
68366,IN10044329,AWAITCUS,ESI00011,Other Activities,Other - Service Management,14DEC2016:15:52:39,60
68383,IN10044332,AWAITCUS,DC000128,High-performance Computing,High-performance Computing,12JAN2017:18:34:51,0
68408,IN10044338,AWAITCUS,ESI00011,Other Activities,Other - Service Management,15DEC2016:10:28:20,76
68422,IN10044340,AWAITCUS,DC000139,Database,Database,15DEC2016:11:56:07,5
68427,IN10044341,AWAITCUS,NW000412,Fixed Line,Fixed Line,12DEC2016:09:10:24,1
68462,IN10044349,AWAITCUS,ESI00011,Other Activities,Other - Service Management,12DEC2016:10:47:26,214
68463,IN10044349,AWAITCUS,NW000402,Intra-building Network Services,Intra-building Network Services,13DEC2016:22:11:11,197
68464,IN10044349,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,14DEC2016:07:41:52,197
68465,IN10044349,AWAITCUS,NW000445,Intra-building Network Services,IBN - GC LAN,14DEC2016:12:49:26,192
68466,IN10044349,AWAITCUS,EDC00066,Other Activities,Other - Service Management,14DEC2016:14:56:21,0
68469,IN10044349,AWAITCUS,NW000423,GC WAN,GC WAN International,12JAN2017:18:30:25,7
68489,IN10044357,AWAITCUS,DC000113,Midrange,Midrange,12DEC2016:08:46:31,24
68589,IN10044380,AWAITCUS,DC000119,Other Activities,Other - Data Centre,14DEC2016:07:19:54,70
68629,IN10044391,AWAITCUS,NW000433,GC WAN,GC WAN,12DEC2016:07:08:35,5
68641,IN10044393,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,19DEC2016:09:44:08,0
68647,IN10044394,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,15DEC2016:15:45:03,61
68782,IN10044430,AWAITCUS,ITS00332,Secure Remote Access,Secure Remote Access,12DEC2016:14:33:45,0
68788,IN10044431,AWAITCUS,ITS00332,Secure Remote Access,Secure Remote Access,12DEC2016:14:52:36,64
68815,IN10044438,AWAITCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,11DEC2016:12:33:35,0
68888,IN10044458,AWAITCUS,ITS00309,Secure Remote Access,Secure Remote Access,15DEC2016:16:15:41,19
68918,IN10044465,AWAITCUS,ITS00332,Secure Remote Access,Secure Remote Access,12DEC2016:11:18:41,23
68934,IN10044468,AWAITCUS,EDC00002,Midrange,Midrange - Windows -X86,12DEC2016:14:52:50,42
68953,IN10044471,AWAITCUS,NW000423,GC WAN,GC WAN International,12JAN2017:18:26:37,666
68954,IN10044471,AWAITCUS,SDATIER1,Other Activities,Other - Service Management,05APR2017:10:14:09,82
68967,IN10044474,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,12JAN2017:18:25:42,94
68973,IN10044476,AWAITCUS,EDC00053,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,12DEC2016:11:46:02,18
69020,IN10044485,AWAITCUS,DC000147,Mainframe,Mainframe,19DEC2016:10:07:21,4
69031,IN10044487,AWAITCUS,DC000119,Other Activities,Other - Data Centre,12DEC2016:15:36:52,0
69061,IN10044495,AWAITCUS,ITS00306,Other Activities,Other - Security,12JAN2017:18:22:57,1650
69062,IN10044495,AWAITCUS,ESI00011,Other Activities,Other - Service Management,08SEP2017:07:15:56,0
69136,IN10044509,AWAITCUS,EDC00003,Midrange,Midrange,13DEC2016:16:01:03,5
69154,IN10044513,AWAITCUS,DC000117,Storage,Storage,12JAN2017:18:20:53,31
69182,IN10044521,AWAITCUS,ESI00011,Other Activities,Other - Service Management,15DEC2016:14:17:12,170
69194,IN10044523,AWAITCUS,ITS00332,Secure Remote Access,Secure Remote Access,12JAN2017:18:11:34,107
69195,IN10044523,AWAITCUS,ESI00011,Other Activities,Other - Service Management,13JAN2017:11:39:34,103
69207,IN10044527,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,17JAN2017:13:23:50,55
69221,IN10044532,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,12JAN2017:18:01:47,94
69242,IN10044537,AWAITCUS,ESI00028,Other Activities,Other - Security,13DEC2016:14:00:41,11
69336,IN10044559,AWAITCUS,NW000429,Email,Email,20DEC2016:14:14:09,0
69337,IN10044559,AWAITCUS,NW000464,Email,Email,20DEC2016:15:47:17,0
69346,IN10044561,AWAITCUS,DC000110,Data Centre Facilities Management,Data Centre Facilities Management,12JAN2017:17:52:32,162
69380,IN10044568,AWAITCUS,DC000117,Storage,Storage,12JAN2017:17:40:47,162
69418,IN10044576,AWAITCUS,NW000417,GC WAN,GC WAN,14DEC2016:14:13:29,1
69429,IN10044578,AWAITCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,22DEC2016:09:28:35,230
69469,IN10044586,AWAITCUS,EU000203,Storage,Storage - File,21DEC2016:10:51:39,162
69586,IN10044615,AWAITCUS,SM000501,Other Activities,Other - Service Management,12JAN2017:17:38:06,643
69667,IN10044634,AWAITCUS,DC000117,Storage,Storage,12JAN2017:17:35:29,61
69689,IN10044641,AWAITCUS,ITS00322,Directory Services,Directory Services,16DEC2016:15:32:30,0
69718,IN10044649,AWAITCUS,EDC00053,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,15DEC2016:09:37:50,20
69839,IN10044678,AWAITCUS,EU000203,Storage,Storage - File,20DEC2016:10:47:35,0
69844,IN10044679,AWAITCUS,DC000119,Other Activities,Other - Data Centre,16DEC2016:11:52:56,175
69850,IN10044680,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,12JAN2017:17:29:17,16
69860,IN10044682,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,12JAN2017:17:27:49,62
69870,IN10044683,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,04JAN2017:09:22:25,67
69949,IN10044699,AWAITCUS,ITS00331,Other Activities,Other - Security,12JAN2017:17:13:08,1102
69950,IN10044699,AWAITCUS,ESI00011,Other Activities,Other - Service Management,13JAN2017:08:03:20,1101
69951,IN10044699,AWAITCUS,ITS00306,Other Activities,Other - Security,27JAN2017:14:45:37,0
69972,IN10044703,AWAITCUS,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,22DEC2016:08:27:56,207
69993,IN10044707,AWAITCUS,NW000412,Fixed Line,Fixed Line,23DEC2016:13:42:50,154
70029,IN10044716,AWAITCUS,DC000119,Other Activities,Other - Data Centre,16DEC2016:11:49:45,89
70038,IN10044717,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,05JAN2017:08:12:05,1441
70046,IN10044718,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20DEC2016:12:35:44,218
70047,IN10044718,AWAITCUS,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),21DEC2016:13:48:29,207
70048,IN10044718,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,22DEC2016:14:54:29,74
70050,IN10044718,AWAITCUS,NW000429,Email,Email,20JAN2017:10:23:53,0
70072,IN10044721,AWAITCUS,ESI00011,Other Activities,Other - Service Management,19DEC2016:14:26:46,82
70079,IN10044722,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20DEC2016:13:06:32,21
70080,IN10044722,AWAITCUS,EDC00006,Mobile Devices,Mobile - Enterprise Mobile Device Management (EMDM),21DEC2016:13:55:07,10
70089,IN10044724,AWAITCUS,EDC00004,Midrange,Midrange - Storage and Virtualization,12JAN2017:15:51:01,19
70095,IN10044725,AWAITCUS,NW000417,GC WAN,GC WAN,16DEC2016:10:25:43,26
70123,IN10044732,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20DEC2016:11:31:37,128
70143,IN10044736,AWAITCUS,EDC00065,Other Activities,Other - Service Management,11JAN2017:22:13:36,449
70144,IN10044736,AWAITCUS,ESI00011,Other Activities,Other - Service Management,14MAR2017:08:42:28,17
70189,IN10044746,AWAITCUS,DC000156,Midrange,Midrange - Windows -X86,11JAN2017:22:00:47,154
70196,IN10044747,AWAITCUS,NW000429,Email,Email,11JAN2017:21:37:05,4
70197,IN10044747,AWAITCUS,ESI00011,Other Activities,Other - Service Management,12JAN2017:10:51:51,0
70253,IN10044767,AWAITCUS,ESI00011,Other Activities,Other - Service Management,19DEC2016:16:48:08,110
70254,IN10044767,AWAITCUS,NW000429,Email,Email,06JAN2017:13:34:32,4
70271,IN10044770,AWAITCUS,NW000417,GC WAN,GC WAN,20DEC2016:10:25:55,130
70272,IN10044770,AWAITCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,28DEC2016:12:26:01,88
70288,IN10044772,AWAITCUS,NW000430,Intra-building Network Services,IBN - Data Centre Network,21DEC2016:07:50:07,194
70289,IN10044772,AWAITCUS,ESI00011,Other Activities,Other - Service Management,21DEC2016:07:58:38,194
70290,IN10044772,AWAITCUS,NW000431,GC WAN,GC WAN,22DEC2016:09:09:41,0
70332,IN10044782,AWAITCUS,NW000449,Intra-building Network Services,IBN - GC LAN,11JAN2017:21:32:07,13
70416,IN10044801,AWAITCUS,EU000202,Distributed Print,Distributed Print,19DEC2016:11:19:38,30
70426,IN10044803,AWAITCUS,NW000426,Email,Email,11JAN2017:18:37:20,8
70491,IN10044819,AWAITCUS,NW000412,Fixed Line,Fixed Line,03JAN2017:13:54:50,27
70567,IN10044850,AWAITCUS,NW000445,Intra-building Network Services,IBN - GC LAN,03JAN2017:14:23:51,53
70576,IN10044852,AWAITCUS,DC000143,Mainframe,Mainframe,11JAN2017:18:11:40,130
70577,IN10044852,AWAITCUS,ESI00011,Other Activities,Other - Service Management,26JAN2017:13:16:30,23
70671,IN10044873,AWAITCUS,ENT00009,Mobile Devices,Mobile Devices,19DEC2016:11:13:48,1
70685,IN10044877,AWAITCUS,EDC00003,Midrange,Midrange,19DEC2016:09:33:26,2
70759,IN10044922,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,11JAN2017:18:06:07,192
70764,IN10044924,AWAITCUS,NW000417,GC WAN,GC WAN,19DEC2016:16:11:15,10
70769,IN10044925,AWAITCUS,ITS00330,Internal Credential Management (ICM),Internal Credential Management (ICM),20DEC2016:16:31:51,7
70800,IN10044931,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,19DEC2016:15:51:32,3
70801,IN10044931,AWAITCUS,NW000417,GC WAN,GC WAN,19DEC2016:16:22:23,0
70810,IN10044932,AWAITCUS,NW000412,Fixed Line,Fixed Line,22DEC2016:12:19:56,52
70843,IN10044942,AWAITCUS,NW000412,Fixed Line,Fixed Line,28DEC2016:15:30:18,86
70852,IN10044943,AWAITCUS,ITS00322,Directory Services,Directory Services,22DEC2016:13:18:42,50
70853,IN10044943,AWAITCUS,EDC00009,Midrange,Midrange,03JAN2017:11:35:45,2
70863,IN10044945,AWAITCUS,NW000429,Email,Email,19DEC2016:15:21:01,0
70874,IN10044947,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,29DEC2016:08:16:54,18
70880,IN10044948,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,11JAN2017:18:02:21,228
70881,IN10044948,AWAITCUS,ESI00011,Other Activities,Other - Service Management,12JAN2017:10:26:05,224
70882,IN10044948,AWAITCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,12JAN2017:13:15:51,218
70884,IN10044948,AWAITCUS,NW000429,Email,Email,30JAN2017:14:38:32,0
70890,IN10044949,AWAITCUS,NW000417,GC WAN,GC WAN,19DEC2016:15:41:02,0
70932,IN10044959,AWAITCUS,NW000403,Intra-building Network Services,IBN - GC LAN,11JAN2017:17:39:36,563
70947,IN10044962,AWAITCUS,EDC00004,Midrange,Midrange - Storage and Virtualization,11JAN2017:17:35:56,22
70963,IN10044965,AWAITCUS,NW000453,Intra-building Network Services,IBN - GC LAN,11JAN2017:17:33:18,3
70976,IN10044967,AWAITCUS,ITS00308,Other Activities,Other - Security,11JAN2017:17:29:50,484
71026,IN10044977,AWAITCUS,EDC00065,Other Activities,Other - Service Management,11JAN2017:17:21:53,569
71053,IN10044985,AWAITCUS,NW000452,Intra-building Network Services,IBN - GC LAN,11JAN2017:16:25:11,2216
71054,IN10044985,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,12JAN2017:14:27:02,1
71091,IN10044991,AWAITCUS,SM000502,Other Activities,Other - Service Management,25JAN2017:09:24:23,100
71111,IN10044994,AWAITCUS,EDC00003,Midrange,Midrange,22DEC2016:14:27:41,4
71192,IN10045012,AWAITCUS,NW000412,Fixed Line,Fixed Line,20DEC2016:15:21:24,16
71305,IN10045035,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20JAN2017:12:22:24,43
71313,IN10045036,AWAITCUS,ESI00011,Other Activities,Other - Service Management,20JAN2017:10:35:01,72
71342,IN10045042,AWAITCUS,NW000412,Fixed Line,Fixed Line,28DEC2016:09:39:33,41
71371,IN10045047,AWAITCUS,ESI00011,Other Activities,Other - Service Management,21DEC2016:07:50:54,93
71460,IN10045070,AWAITCUS,NW000412,Fixed Line,Fixed Line,29DEC2016:15:17:38,284
71528,IN10045085,AWAITCUS,EDC00002,Midrange,Midrange - Windows -X86,21DEC2016:11:36:36,0
71604,IN10045120,AWAITCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,22DEC2016:14:23:08,117
71652,IN10045130,AWAITCUS,NW000412,Fixed Line,Fixed Line,21DEC2016:15:56:55,0
71669,IN10045133,AWAITCUS,ESI00011,Other Activities,Other - Service Management,22DEC2016:13:52:55,52
71761,IN10045155,AWAITCUS,NW000433,GC WAN,GC WAN,28DEC2016:07:31:39,0
71788,IN10045164,AWAITCUS,EU000202,Distributed Print,Distributed Print,23DEC2016:11:35:25,150
71805,IN10045174,AWAITCUS,NW000431,GC WAN,GC WAN,26JAN2017:14:34:53,0
71819,IN10045187,AWAITCUS,EDC00009,Midrange,Midrange,04JAN2017:14:11:08,7
71845,IN10045194,AWAITCUS,NW000412,Fixed Line,Fixed Line,22DEC2016:15:02:44,143
71855,IN10045196,AWAITCUS,DC000113,Midrange,Midrange,22DEC2016:14:33:20,0
71895,IN10045206,AWAITCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,29DEC2016:10:53:44,0
71916,IN10045210,AWAITCUS,DC000115,Midrange,Midrange - Windows -X86,05JAN2017:20:51:50,50
71989,IN10045229,AWAITCUS,NW000412,Fixed Line,Fixed Line,23DEC2016:17:32:57,110
72012,IN10045234,AWAITCUS,ITS00307,Secure Remote Access,Secure Remote Access,16JAN2017:13:03:03,537
72059,IN10045243,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,27JAN2017:12:34:58,0
72083,IN10045250,AWAITCUS,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,05JAN2017:08:43:21,763
72098,IN10045253,AWAITCUS,NW000464,Email,Email,23DEC2016:22:16:38,0
72115,IN10045262,AWAITCUS,NW000412,Fixed Line,Fixed Line,04JAN2017:15:04:26,30
72149,IN10045270,AWAITCUS,ESI00011,Other Activities,Other - Service Management,04JAN2017:07:45:51,177
72179,IN10045277,AWAITCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,06JAN2017:10:44:23,12
72333,IN10045318,AWAITCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,28DEC2016:13:29:55,54
72430,IN10045344,AWAITCUS,NW000417,GC WAN,GC WAN,26DEC2016:20:59:08,0
72438,IN10045346,AWAITCUS,NW000405,Intra-building Network Services,IBN - GC LAN,28DEC2016:06:57:56,34
