,ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
3413,IN10029489,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,13APR2016:11:07:32,9
3422,IN10029491,PENDINGCUS,NW000437,Fixed Line,Fixed Line,11JUL2016:14:48:44,0
3496,IN10029509,PENDINGCUS,EU000203,Storage,Storage - File,19APR2016:16:47:33,49
3519,IN10029513,PENDINGCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,13APR2016:14:55:28,2
3532,IN10029516,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,14APR2016:13:33:38,8
3568,IN10029524,PENDINGCUS,EU000203,Storage,Storage - File,14APR2016:11:51:42,13
3620,IN10029534,PENDINGCUS,NW000412,Fixed Line,Fixed Line,22APR2016:10:49:12,1
3638,IN10029537,PENDINGCUS,ITS00308,Other Activities,Other - Security,25OCT2016:15:29:52,2
3645,IN10029538,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,14APR2016:10:37:51,3
3694,IN10029552,PENDINGCUS,NW000408,Fixed Line,Fixed - VoIP,14APR2016:10:53:35,39
3719,IN10029558,PENDINGCUS,ESI00028,Other Activities,Other - Security,14APR2016:07:18:03,8
3806,IN10029577,PENDINGCUS,EDC00074,Other Activities,Other - Security,14APR2016:18:23:16,357
3807,IN10029577,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,14APR2016:18:23:31,357
3822,IN10029580,PENDINGCUS,ITS00308,Other Activities,Other - Security,19APR2016:14:30:46,146
3858,IN10029589,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,14APR2016:16:51:57,112
3878,IN10029593,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,17APR2016:19:37:43,250
3911,IN10029601,PENDINGCUS,0,0,0,18APR2016:11:05:05,0
3950,IN10029608,PENDINGCUS,EU000203,Storage,Storage - File,14APR2016:14:55:46,15
3963,IN10029610,PENDINGCUS,NW000412,Fixed Line,Fixed Line,19AUG2016:15:07:08,75
4063,IN10029632,PENDINGCUS,NW000417,GC WAN,GC WAN,14APR2016:16:57:23,1
4117,IN10029643,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,19APR2016:16:28:22,5
4190,IN10029661,PENDINGCUS,NW000403,Intra-building Network Services,IBN - GC LAN,18APR2016:14:39:12,26
4389,IN10029708,PENDINGCUS,NW000412,Fixed Line,Fixed Line,22APR2016:11:00:46,27
4595,IN10029760,PENDINGCUS,ITS00322,Directory Services,Directory Services,14NOV2016:06:11:16,103
4612,IN10029763,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,19APR2016:17:58:44,40
4714,IN10029784,PENDINGCUS,EDC00009,Midrange,Midrange,19APR2016:16:31:16,5
4781,IN10029799,PENDINGCUS,NW000412,Fixed Line,Fixed Line,15JUN2016:09:57:09,4
4824,IN10029810,PENDINGCUS,NW000412,Fixed Line,Fixed Line,15JUN2016:09:52:34,124
4830,IN10029811,PENDINGCUS,ESI00028,Other Activities,Other - Security,09AUG2016:06:02:01,50
4865,IN10029819,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,20APR2016:13:55:30,24
4960,IN10029842,PENDINGCUS,EDC00008,Email,Email,19APR2016:16:23:01,5
5023,IN10029855,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,19APR2016:08:58:50,41
5168,IN10029889,PENDINGCUS,NW000417,GC WAN,GC WAN,22APR2016:15:31:52,1015
5213,IN10029903,PENDINGCUS,ITS00308,Other Activities,Other - Security,20APR2016:13:13:06,55
5366,IN10029949,PENDINGCUS,SM000501,Other Activities,Other - Service Management,21APR2016:12:54:43,6
5375,IN10029951,PENDINGCUS,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,20APR2016:09:51:39,9
5394,IN10029956,PENDINGCUS,NW000412,Fixed Line,Fixed Line,21APR2016:09:15:16,0
5495,IN10029979,PENDINGCUS,ITS00306,Other Activities,Other - Security,05AUG2016:14:40:05,757
5529,IN10029987,PENDINGCUS,ITS00322,Directory Services,Directory Services,25APR2016:10:41:28,63
5534,IN10029988,PENDINGCUS,NW000412,Fixed Line,Fixed Line,15JUN2016:09:44:51,87
5551,IN10029991,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,20APR2016:14:12:09,321
5552,IN10029991,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,20APR2016:14:47:46,320
5609,IN10030004,PENDINGCUS,EDC00024,Data Centre Facilities Management,Facilities - Data Centre Facilities Racking & Stacking,21APR2016:10:31:08,28
5631,IN10030009,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,20APR2016:18:12:30,3
5635,IN10030010,PENDINGCUS,NW000431,GC WAN,GC WAN,20APR2016:18:16:31,0
5734,IN10030036,PENDINGCUS,NW000403,Intra-building Network Services,IBN - GC LAN,25APR2016:07:42:07,861
5735,IN10030036,PENDINGCUS,NW000447,Intra-building Network Services,IBN - GC LAN,13MAY2016:07:37:01,721
5763,IN10030042,PENDINGCUS,NW000412,Fixed Line,Fixed Line,21APR2016:09:50:47,139
5786,IN10030047,PENDINGCUS,NW000412,Fixed Line,Fixed Line,08JUL2016:15:36:54,525
5840,IN10030060,PENDINGCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,21APR2016:13:49:23,1
5867,IN10030065,PENDINGCUS,EDC00010,Directory Services,Directory Services,02JUN2016:11:35:43,1
5872,IN10030066,PENDINGCUS,NW000412,Fixed Line,Fixed Line,16JUN2016:07:08:27,0
5916,IN10030077,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,22APR2016:08:55:19,8
6166,IN10030132,PENDINGCUS,ENT00015,Intra-building Network Services,IBN - Data Centre Network,22APR2016:12:14:27,9
6167,IN10030132,PENDINGCUS,ENT00003,Intra-building Network Services,IBN - Data Centre Network,22APR2016:15:27:40,2
6202,IN10030139,PENDINGCUS,NW000412,Fixed Line,Fixed Line,22APR2016:13:25:28,48
6372,IN10030178,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,27APR2016:12:53:18,10
6536,IN10030225,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,25APR2016:11:18:53,59
6568,IN10030233,PENDINGCUS,DC000117,Storage,Storage,03MAY2016:15:36:25,95
6573,IN10030234,PENDINGCUS,NW000417,GC WAN,GC WAN,25APR2016:08:12:49,1012
6584,IN10030236,PENDINGCUS,NW000417,GC WAN,GC WAN,26MAY2016:09:01:19,710
6590,IN10030237,PENDINGCUS,EU000203,Storage,Storage - File,27APR2016:13:47:18,17
6653,IN10030251,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,25APR2016:11:34:30,9
6775,IN10030277,PENDINGCUS,NW000412,Fixed Line,Fixed Line,17JUN2016:09:18:54,0
6826,IN10030289,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,25APR2016:11:00:27,5
6844,IN10030294,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,25APR2016:11:25:42,7
6950,IN10030315,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,25APR2016:11:33:11,120
7013,IN10030328,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,03MAY2016:12:31:09,16
7035,IN10030332,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,26APR2016:08:12:06,2
7082,IN10030342,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,26APR2016:10:15:31,8
7093,IN10030344,PENDINGCUS,NW000412,Fixed Line,Fixed Line,28JUN2016:10:12:26,102
7146,IN10030355,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,04MAY2016:10:26:51,0
7247,IN10030377,PENDINGCUS,NW000417,GC WAN,GC WAN,12SEP2016:18:38:20,335
7359,IN10030405,PENDINGCUS,NW000412,Fixed Line,Fixed Line,15JUN2016:09:39:22,98
7395,IN10030413,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,03MAY2016:15:43:09,0
7427,IN10030422,PENDINGCUS,EDC00025,Data Centre Facilities Management,Facilities - Data Centre Facilities Power & Space,29APR2016:12:45:17,90
7481,IN10030437,PENDINGCUS,SM000501,Other Activities,Other - Service Management,27APR2016:10:52:49,956
7527,IN10030446,PENDINGCUS,NW000412,Fixed Line,Fixed Line,28JUN2016:09:18:13,0
7557,IN10030453,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,26SEP2016:11:20:15,61
7570,IN10030456,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,27APR2016:09:11:08,0
7632,IN10030470,PENDINGCUS,DC000127,High-performance Computing,HPC -Big Data Exchange,03MAY2016:11:20:02,59
7650,IN10030474,PENDINGCUS,EU000203,Storage,Storage - File,27APR2016:15:02:08,19
7865,IN10030526,PENDINGCUS,DC000156,Midrange,Midrange - Windows -X86,27APR2016:11:31:48,0
7866,IN10030526,PENDINGCUS,EDC00001,Midrange,Midrange - Storage and Virtualization,28APR2016:07:34:53,2
7879,IN10030529,PENDINGCUS,0,0,0,27APR2016:10:29:06,0
7900,IN10030532,PENDINGCUS,EDC00029,Other Activities,Other - Service Management,11MAY2016:17:56:53,87
7901,IN10030532,PENDINGCUS,SM000502,Other Activities,Other - Service Management,12MAY2016:10:12:43,70
7941,IN10030539,PENDINGCUS,NW000447,Intra-building Network Services,IBN - GC LAN,28APR2016:09:28:37,120
7942,IN10030539,PENDINGCUS,NW000404,Intra-building Network Services,IBN - Cabling - Install and Material,28APR2016:14:36:46,7
8027,IN10030560,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,02MAY2016:10:04:03,258
8028,IN10030560,PENDINGCUS,ENT00005,Mobile Devices,Mobile - Voice & Data,04MAY2016:12:28:25,235
8029,IN10030560,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,23MAY2016:15:26:56,71
8030,IN10030560,PENDINGCUS,ENT00045,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,27MAY2016:09:21:44,78
8077,IN10030573,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,27APR2016:22:46:53,2
8119,IN10030584,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,26MAY2016:13:39:24,346
8134,IN10030587,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,09DEC2016:11:36:11,8
8210,IN10030604,PENDINGCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,28APR2016:17:15:41,333
8211,IN10030604,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,28APR2016:17:16:00,107
8318,IN10030626,PENDINGCUS,EU000202,Distributed Print,Distributed Print,02MAY2016:16:30:51,67
8330,IN10030628,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,02MAY2016:15:20:28,43
8336,IN10030629,PENDINGCUS,ESI00028,Other Activities,Other - Security,29APR2016:09:01:41,401
8337,IN10030629,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,02MAY2016:09:31:51,390
8403,IN10030643,PENDINGCUS,EDC00074,Other Activities,Other - Security,03MAY2016:08:34:25,240
8404,IN10030643,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,03MAY2016:08:34:45,240
8482,IN10030663,PENDINGCUS,NW000445,Intra-building Network Services,IBN - GC LAN,06MAY2016:08:48:24,708
8505,IN10030668,PENDINGCUS,NW000412,Fixed Line,Fixed Line,06MAY2016:08:49:42,43
8565,IN10030681,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,02MAY2016:07:30:03,0
8580,IN10030684,PENDINGCUS,NW000427,Email,Email,09MAY2016:12:56:29,34
8602,IN10030689,PENDINGCUS,ENT00042,Intra-building Network Services,IBN - Data Centre Network,29APR2016:15:19:06,24
8656,IN10030702,PENDINGCUS,NW000412,Fixed Line,Fixed Line,28JUN2016:09:56:44,117
8710,IN10030714,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,03MAY2016:08:31:00,91
8738,IN10030719,PENDINGCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,04MAY2016:12:00:56,71
8796,IN10030735,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,02MAY2016:08:42:45,0
8814,IN10030739,PENDINGCUS,NW000417,GC WAN,GC WAN,30APR2016:13:42:27,2
8925,IN10030762,PENDINGCUS,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,03MAY2016:11:36:30,73
8942,IN10030765,PENDINGCUS,NW000417,GC WAN,GC WAN,06MAY2016:08:10:32,0
9000,IN10030778,PENDINGCUS,NW000403,Intra-building Network Services,IBN - GC LAN,03MAY2016:10:26:36,3
9018,IN10030782,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,02MAY2016:08:24:13,0
9051,IN10030789,PENDINGCUS,NW000427,Email,Email,09MAY2016:10:31:41,16
9063,IN10030791,PENDINGCUS,NW000420,Intra-building Network Services,Intra-building Network Services,28JUN2016:13:24:54,0
9143,IN10030808,PENDINGCUS,EDC00050,Other Activities,Other - Service Management,12MAY2016:14:06:46,5
9205,IN10030822,PENDINGCUS,NW000428,Email,Email,02MAY2016:15:27:15,8
9234,IN10030828,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,03MAY2016:08:02:24,1279
9235,IN10030828,PENDINGCUS,EDC00005,Midrange,Midrange - Storage and Virtualization,04MAY2016:10:36:36,59
9267,IN10030834,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,02MAY2016:15:51:17,4
9298,IN10030842,PENDINGCUS,EDC00010,Directory Services,Directory Services,04MAY2016:09:22:00,30
9368,IN10030858,PENDINGCUS,DC000111,Data Centre Facilities Management,Data Centre Facilities Management,11MAY2016:14:36:22,122
9394,IN10030863,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,04MAY2016:11:10:38,60
9401,IN10030864,PENDINGCUS,ITS00308,Other Activities,Other - Security,26MAY2016:13:16:08,248
9548,IN10030893,PENDINGCUS,EU000202,Distributed Print,Distributed Print,03MAY2016:15:29:12,5
9553,IN10030894,PENDINGCUS,NW000412,Fixed Line,Fixed Line,17JUN2016:09:04:11,0
9602,IN10030904,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,03MAY2016:13:08:39,268
9673,IN10030918,PENDINGCUS,EDC00002,Midrange,Midrange - Windows -X86,03MAY2016:14:46:57,669
9674,IN10030918,PENDINGCUS,EDC00009,Midrange,Midrange,03MAY2016:15:25:42,287
9685,IN10030920,PENDINGCUS,EU000203,Storage,Storage - File,03MAY2016:15:56:33,1211
9686,IN10030920,PENDINGCUS,NW000417,GC WAN,GC WAN,05MAY2016:11:26:29,3
9760,IN10030936,PENDINGCUS,NW000412,Fixed Line,Fixed Line,22JUN2016:12:41:19,204
9776,IN10030939,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,05MAY2016:11:14:45,0
9864,IN10030960,PENDINGCUS,DC000152,Middleware,Middleware,11MAY2016:08:35:09,1661
9865,IN10030960,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,13MAY2016:13:50:51,1629
9866,IN10030960,PENDINGCUS,NW000431,GC WAN,GC WAN,07JUN2016:11:14:48,0
9981,IN10030981,PENDINGCUS,ENT00009,Mobile Devices,Mobile Devices,09MAY2016:13:24:08,5
10034,IN10030994,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,04MAY2016:15:42:13,4
10179,IN10031025,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,19MAY2016:15:53:09,888
10180,IN10031025,PENDINGCUS,ESI00012,Other Activities,Other - Service Management,27MAY2016:10:24:50,844
10215,IN10031031,PENDINGCUS,EDC00008,Email,Email,05MAY2016:09:37:44,0
10255,IN10031040,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,09MAY2016:10:37:27,0
10277,IN10031046,PENDINGCUS,ESI00028,Other Activities,Other - Security,05MAY2016:09:13:04,0
10391,IN10031073,PENDINGCUS,NW000417,GC WAN,GC WAN,19AUG2016:13:42:53,89
10442,IN10031083,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,12MAY2016:15:48:05,165
10447,IN10031084,PENDINGCUS,NW000412,Fixed Line,Fixed Line,17JUN2016:10:32:17,52
10456,IN10031086,PENDINGCUS,ESI00028,Other Activities,Other - Security,05MAY2016:13:46:59,65
10489,IN10031094,PENDINGCUS,EDC00010,Directory Services,Directory Services,09MAY2016:11:55:13,308
10569,IN10031111,PENDINGCUS,NW000412,Fixed Line,Fixed Line,06MAY2016:09:14:31,39
10601,IN10031118,PENDINGCUS,NW000412,Fixed Line,Fixed Line,23JUN2016:14:58:56,35
10737,IN10031154,PENDINGCUS,NW000417,GC WAN,GC WAN,09MAY2016:12:44:18,908
10891,IN10031194,PENDINGCUS,NW000412,Fixed Line,Fixed Line,07JUN2016:10:27:27,6
10942,IN10031204,PENDINGCUS,NW000412,Fixed Line,Fixed Line,09AUG2016:09:03:41,10
11055,IN10031229,PENDINGCUS,NW000403,Intra-building Network Services,IBN - GC LAN,10MAY2016:16:12:36,150
11066,IN10031232,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,09MAY2016:08:44:35,41
11074,IN10031233,PENDINGCUS,ITS00322,Directory Services,Directory Services,11MAY2016:10:24:30,127
11089,IN10031236,PENDINGCUS,NW000427,Email,Email,09MAY2016:10:51:24,30
11107,IN10031239,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,10MAY2016:10:28:56,190
11155,IN10031249,PENDINGCUS,NW000412,Fixed Line,Fixed Line,13MAY2016:09:12:10,69
11186,IN10031255,PENDINGCUS,NW000412,Fixed Line,Fixed Line,19MAY2016:14:11:09,352
11204,IN10031258,PENDINGCUS,NW000412,Fixed Line,Fixed Line,19MAY2016:13:21:07,135
11212,IN10031259,PENDINGCUS,NW000412,Fixed Line,Fixed Line,19MAY2016:09:53:43,1
11251,IN10031265,PENDINGCUS,NW000412,Fixed Line,Fixed Line,09MAY2016:17:25:08,320
11258,IN10031266,PENDINGCUS,NW000417,GC WAN,GC WAN,22JUN2016:09:34:30,9
11283,IN10031271,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,07MAY2016:21:48:47,207
11389,IN10031296,PENDINGCUS,NW000405,Intra-building Network Services,IBN - GC LAN,07JUN2016:14:34:04,498
11390,IN10031296,PENDINGCUS,NW000409,Mobile Devices,Mobile - Mobile Device - Government Cellular Services,07JUL2016:09:29:59,293
11406,IN10031299,PENDINGCUS,ITS00313,Internal Credential Management (ICM),Internal Credential Management (ICM),13MAY2016:11:58:32,58
11440,IN10031305,PENDINGCUS,DC000119,Other Activities,Other - Data Centre,09MAY2016:14:17:55,0
11506,IN10031318,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,24MAY2016:14:29:28,146
11571,IN10031334,PENDINGCUS,EU000202,Distributed Print,Distributed Print,09MAY2016:16:28:43,40
11797,IN10031384,PENDINGCUS,DC000130,High-performance Computing,HPC - Interaction & Visualization,12MAY2016:09:08:09,14
11824,IN10031391,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,12MAY2016:14:48:38,166
11833,IN10031393,PENDINGCUS,NW000412,Fixed Line,Fixed Line,10MAY2016:16:02:47,23
11856,IN10031398,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,30MAY2016:14:22:38,21
11862,IN10031399,PENDINGCUS,DC000132,High-performance Computing,High-performance Computing,09MAY2016:17:31:15,0
11905,IN10031408,PENDINGCUS,NW000429,Email,Email,10MAY2016:08:14:49,19
11921,IN10031410,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,16MAY2016:12:05:17,149
12017,IN10031435,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,11MAY2016:09:17:01,229
12018,IN10031435,PENDINGCUS,ITS00325,Government of Canada Managed Security Service,Government of Canada Managed Security Service,29MAY2016:16:26:25,21
12075,IN10031450,PENDINGCUS,NW000403,Intra-building Network Services,IBN - GC LAN,12MAY2016:08:05:35,6
12076,IN10031450,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,12MAY2016:14:10:28,0
12361,IN10031514,PENDINGCUS,DC000113,Midrange,Midrange,12MAY2016:10:34:33,21
12392,IN10031525,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,11MAY2016:15:17:59,10
12404,IN10031527,PENDINGCUS,ITS00309,Secure Remote Access,Secure Remote Access,11MAY2016:15:45:34,15
12446,IN10031538,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,12MAY2016:09:08:59,29
12503,IN10031551,PENDINGCUS,ITS00308,Other Activities,Other - Security,30JUN2016:10:55:42,0
12523,IN10031554,PENDINGCUS,ESI00011,Other Activities,Other - Service Management,07JUN2016:11:11:48,598
12524,IN10031554,PENDINGCUS,ITS00306,Other Activities,Other - Security,07JUN2016:19:43:09,0
12643,IN10031580,PENDINGCUS,ESI00028,Other Activities,Other - Security,12MAY2016:11:43:20,16
12648,IN10031581,PENDINGCUS,DC000163,Other Activities,Other - Service Management,12MAY2016:07:34:29,0
12748,IN10031600,PENDINGCUS,DC000115,Midrange,Midrange - Windows -X86,13JAN2017:13:07:22,530
12839,IN10031623,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,12MAY2016:14:57:06,8
12945,IN10031650,PENDINGCUS,ESI00026,Other Activities,Other - Internal Services & Strategy,19MAY2016:10:57:10,0
